,county,pH
680,"Greene, North Carolina",7.556250000000001
681,"Greene, Pennsylvania",7.7
682,"Greene, Tennessee",6.7625
683,"Greene, Virginia",4.413389830508473
684,"Greensville, Virginia",2.3404000000000003
685,"Greenup, Kentucky",7.58833333333333
686,"Greenville, South Carolina",7.545035460992907
687,"Greenwood, Kansas",7.5166666666666675
688,"Greenwood, South Carolina",6.085833333333333
689,"Greer, Oklahoma",7.55
690,"Gregg, Texas",8.480133333333333
691,"Griggs, North Dakota",7.0075
692,"Grimes, Texas",7.6071428571428585
693,"Grundy, Illinois",7.615869565217392
694,"Grundy, Missouri",8.646666666666667
695,"Grundy, Tennessee",7.157142857142857
696,"Guadalupe, Texas",7.472631578947368
697,"Guilford, North Carolina",7.505326192794543
698,"Guillford, North Carolina",6.625
699,"Gulf, Florida",7.977999999999999
700,"Hale, Alabama",7.702142857142856
701,"Hale, Texas",7.565373134328358
702,"Halifax, North Carolina",7.12751851851852
703,"Halifax, Virginia",3.322259615384615
704,"Hall, Texas",7.621666666666667
705,"Hamblen, Tennessee",7.36625
706,"Hamilton, Florida",7.483636363636363
707,"Hamilton, Illinois",8.125
708,"Hamilton, Kansas",7.383333333333333
709,"Hamilton, Tennessee",7.166896551724138
710,"Hamilton, Texas",7.485714285714287
711,"Hampton, South Carolina",7.6
712,"Hancock, Illinois",7.96375
713,"Hancock, Iowa",7.566666666666666
714,"Hancock, Kentucky",7.13483870967742
715,"Hancock, Maine",7.414029411764702
716,"Hancock, Tennessee",7.433333333333334
717,"Hancock, West Virginia",7.65
718,"Hanover, Virginia",3.3332530120481874
719,"Hansford, Texas",7.598125
720,"Hardee, Florida",7.129444444444443
721,"Hardeman, Tennessee",7.401999999999999
722,"Hardeman, Texas",7.455
723,"Hardin, Illinois",7.5181818181818185
724,"Hardin, Iowa",7.4
725,"Hardin, Kentucky",7.906538461538461
726,"Hardin, Tennessee",7.044
727,"Hardin, Texas",7.43728813559322
728,"Hardy, West Virginia",7.6
729,"Harlan, Kentucky",7.539180327868853
730,"Harnett, North Carolina",7.470833333333332
731,"Harper, Kansas",7.533333333333334
732,"Harris, Texas",7.5546785109983
733,"Harrison, Kentucky",7.34625
734,"Harrison, Missouri",7.757142857142857
735,"Harrison, Texas",8.113928571428573
736,"Harrisonburg, Virginia",2.1243076923076933
737,"Hart, Kentucky",7.460000000000001
738,"Hartford, Connecticut",7.425784753363235
739,"Hartley, Texas",7.749090909090909
740,"Harvey, Kansas",7.283333333333334
741,"Haskell, Kansas",7.505882352941177
742,"Haskell, Texas",7.650714285714286
743,"Hawkins, Tennessee",7.734400000000001
744,"Hays, Texas",7.291812865497075
745,"Haywood, North Carolina",7.088918918918919
746,"Haywood, Tennessee",7.1
747,"Hemphill, Texas",7.525
748,"Henderson, Illinois",7.465999999999999
749,"Henderson, Kentucky",7.143703703703704
750,"Henderson, North Carolina",6.611793103448276
751,"Henderson, Tennessee",7.193333333333334
752,"Henderson, Texas",8.132540540540537
753,"Hendricks, Indiana",7.662000000000001
754,"Hendry, Florida",7.45625
755,"Hennepin, Minnesota",7.9797952917093005
756,"Henrico, Virginia",4.683061224489797
757,"Henry, Alabama",8.029655172413795
758,"Henry, Illinois",7.308642857142857
759,"Henry, Kentucky",7.651999999999999
760,"Henry, Missouri",7.691249999999999
761,"Henry, Ohio",7.1
762,"Henry, Tennessee",7.404999999999999
763,"Henry, Virginia",3.703534482758619
764,"Herkimer, New York",7.3
765,"Hernando, Florida",7.361599999999999
766,"Hertford, North Carolina",7.696428571428571
767,"Hickman, Kentucky",6.701999999999999
768,"Hickman, Tennessee",7.352000000000001
769,"Hickory, Missouri",7.534999999999999
770,"Hidalgo, Texas",7.570199999999999
771,"Highland, Virginia",4.3374999999999995
772,"Highlands, Florida",7.766046511627906
773,"Hill, Montana",7.5488888888888885
774,"Hill, Texas",8.146666666666668
775,"Hills, Florida",7.415164912280701
776,"Hillsborough, Florida",7.321037037037037
777,"Hocking, Ohio",7.57
778,"Hockley, Texas",7.587241379310345
779,"Hodgeman, Kansas",7.358333333333334
780,"Hoke, North Carolina",5.915454545454545
781,"Holmes, Florida",7.661538461538464
782,"Holmes, Ohio",7.6
783,"Holt, Missouri",8.15625
784,"Hood, Texas",8.31820987654321
785,"Hopewell, Virginia",7.4
786,"Hopkins, Kentucky",7.8736000000000015
787,"Hopkins, Texas",8.0525
788,"Horry, South Carolina",7.524788732394367
789,"Houston, Alabama",7.633396226415097
790,"Houston, Minnesota",7.2058823529411775
791,"Houston, Tennessee",6.55
792,"Houston, Texas",7.688888888888886
793,"Howard, Iowa",8.0
794,"Howard, Missouri",7.639230769230769
795,"Howard, Texas",7.674285714285714
796,"Howell, Missouri",7.534722222222222
797,"Hudson, New Jersey",7.41131645569621
798,"Hudspeth, Texas",7.912727272727273
799,"Humboldt, California",7.480965909090876
800,"Humboldt, Nevada",8.033750000000001
801,"Humphreys, Tennessee",7.28923076923077
802,"Hunt, Texas",8.29455696202532
803,"Hunterdon, New Jersey",7.194077669902921
804,"Huron, Michigan",7.901999999999999
805,"Hutchinson, Texas",7.702000000000001
806,"Hyde, North Carolina",7.39625
807,"Iberia parish, Louisiana",7.175000000000001
808,"Iberia, Louisiana",7.2337037037037035
809,"Iberville, Louisiana",7.969545454545454
810,"Imperial, California",7.93811320754717
811,"Indian river, Florida",7.633428571428573
812,"Ingham, Michigan",7.4475
813,"Inyo, California",7.541769911504427
814,"Ionia, Michigan",7.1
815,"Iowa, Iowa",7.557142857142857
816,"Iowa, Wisconsin",7.43761904761905
817,"Iredell, North Carolina",6.803357142857138
818,"Irion, Texas",7.572
819,"Iron, Missouri",7.674545454545455
820,"Iron, Utah",7.300999999999999
821,"Iron, Wisconsin",7.8375
822,"Iroquois, Illinois",7.481960784313726
823,"Isanti, Minnesota",6.9372549019607845
824,"Island, Washington",7.342499999999999
825,"Isle of wight, Virginia",5.590104712041885
826,"Itasca, Minnesota",7.532049689440991
827,"Jack, Texas",8.224444444444446
828,"Jackson county, Florida",7.95
829,"Jackson, Alabama",7.496285714285714
830,"Jackson, Florida",7.530555555555556
831,"Jackson, Illinois",8.292000000000002
832,"Jackson, Kansas",7.4142857142857155
833,"Jackson, Kentucky",7.8258333333333345
834,"Jackson, Louisiana",8.09590909090909
835,"Jackson, Michigan",7.06
836,"Jackson, Minnesota",7.473529411764708
837,"Jackson, Missouri",9.679126984126984
838,"Jackson, North Carolina",6.835139442231079
839,"Jackson, Tennessee",7.263333333333333
840,"Jackson, Texas",7.9653125000000005
841,"Jackson, Wisconsin",6.7840740740740735
842,"James (city), Virginia",2.3808333333333347
843,"James city, Virginia",2.832265624999997
844,"Jasper county, Missouri",7.7825
845,"Jasper, Indiana",7.639047619047617
846,"Jasper, Missouri",7.695847457627116
847,"Jasper, Texas",7.062318840579708
848,"Jeff davis, Texas",7.6000000000000005
849,"Jefferson county, Florida",7.87
850,"Jefferson davis, Louisiana",7.500588235294118
851,"Jefferson, Alabama",7.770897435897439
852,"Jefferson, Florida",7.525555555555556
853,"Jefferson, Illinois",8.225000000000001
854,"Jefferson, Kansas",7.3307692307692305
855,"Jefferson, Kentucky",8.178542713567836
856,"Jefferson, Louisiana",7.157777777777778
857,"Jefferson, Missouri",7.607877551020407
858,"Jefferson, Montana",7.021573033707865
859,"Jefferson, New York",7.860999999999999
860,"Jefferson, Ohio",7.26
861,"Jefferson, Tennessee",7.17
862,"Jefferson, Texas",7.586363636363635
863,"Jefferson, Washington",7.465714285714285
864,"Jefferson, West Virginia",6.728571428571429
865,"Jefferson, Wisconsin",7.571249999999997
866,"Jersey, Illinois",8.26
867,"Jessamine, Kentucky",7.3587500000000015
868,"Jewell, Kansas",7.333333333333333
869,"Jim hogg, Texas",8.215
870,"Jim wells, Texas",7.911612903225807
871,"Jo daviess, Illinois",7.435053763440861
872,"Johnson, Illinois",7.975
873,"Johnson, Indiana",7.805
874,"Johnson, Iowa",7.82
875,"Johnson, Kansas",7.906756756756754
876,"Johnson, Kentucky",7.563333333333333
877,"Johnson, Missouri",7.6256249999999985
878,"Johnson, Tennessee",7.63
879,"Johnson, Texas",8.545758928571436
880,"Johnson, Wyoming",7.7
881,"Johnston, North Carolina",7.084767441860465
882,"Jones, Iowa",7.3999999999999995
883,"Jones, North Carolina",7.927272727272728
884,"Jones, Texas",7.775833333333332
885,"Juab, Utah",7.2
886,"Judith basin, Montana",7.6
887,"Juneau, Wisconsin",7.116153846153847
888,"Kanawha, West Virginia",7.216666666666666
889,"Kandiyohi, Minnesota",7.481425339366522
890,"Kane, Illinois",7.461237113402062
891,"Kane, Utah",7.643888888888889
892,"Kankakee, Illinois",7.306923076923079
893,"Karnes, Texas",8.023333333333333
894,"Kaufman, Texas",7.785925925925926
895,"Kearny, Kansas",7.490909090909091
896,"Kenai peninsula, Alaska",7.542727272727273
897,"Kendall, Illinois",7.3
898,"Kendall, Texas",7.687272727272722
899,"Kenedy, Texas",8.13875
900,"Kennebec, Maine",7.436956521739132
901,"Kenosha, Wisconsin",7.560945945945943
902,"Kent, Rhode Island",6.929375
903,"Kent, Texas",7.654999999999999
904,"Kenton, Kentucky",7.216595744680856
905,"Keokuk, Iowa",7.5
906,"Kern, California",7.621977354322009
907,"Kerr, Texas",7.654813084112146
908,"Kershaw, South Carolina",6.845999999999999
909,"Kewaunee, Wisconsin",7.521052631578947
910,"Keweenaw, Michigan",6.95
911,"Kidder, North Dakota",7.4079999999999995
912,"Kimble, Texas",7.68235294117647
913,"King and queen, Virginia",5.3781481481481475
914,"King george, Virginia",3.990923694779116
915,"King william, Virginia",4.151666666666666
916,"King, Texas",7.35
917,"King, Washington",7.941284403669719
918,"Kingfisher, Oklahoma",6.630000000000001
919,"Kingman, Kansas",7.2444444444444445
920,"Kings, California",8.670198412698419
921,"Kinney, Texas",7.85
922,"Kiowa, Kansas",7.3066666666666675
923,"Kiowa, Oklahoma",7.216666666666668
924,"Kitsap, Washington",6.809374999999999
925,"Kittitas, Washington",6.7683333333333335
926,"Kittson, Minnesota",7.208641975308645
927,"Kleberg, Texas",8.01054054054054
928,"Klickitat, Washington",8.27
929,"Knott, Kentucky",7.435652173913042
930,"Knox, Illinois",7.923684210526315
931,"Knox, Kentucky",7.622666666666666
932,"Knox, Maine",7.6857999999999995
933,"Knox, Tennessee",7.242380952380953
934,"Knox, Texas",7.639
935,"Koochiching, Minnesota",8.479836065573767
936,"Kootenai, Idaho",7.670847457627124
937,"Kosciusko, Indiana",7.09625
938,"La crosse, Wisconsin",7.178108108108109
939,"La salle, Louisiana",7.219729729729728
940,"La salle, Texas",8.129375
941,"Labette, Kansas",7.34
942,"Lac qui parle, Minnesota",7.331578947368421
943,"Lackawanna, Pennsylvania",6.944285714285714
944,"Laclede, Missouri",7.64913793103448
945,"Lafayette parish, Louisiana",7.091428571428572
946,"Lafayette, Florida",7.404999999999999
947,"Lafayette, Louisiana",7.002083333333334
948,"Lafayette, Missouri",8.19857142857143
949,"Lafayette, Wisconsin",7.455
950,"Lafourche, Louisiana",7.224444444444444
951,"Lake and peninsula, Alaska",8.3
952,"Lake, California",7.817984344422688
953,"Lake, Florida",7.65591111111111
954,"Lake, Illinois",7.658
955,"Lake, Montana",7.266250000000002
956,"Lake, Tennessee",6.928
957,"Lamar, Alabama",7.649333333333334
958,"Lamar, Texas",8.465
959,"Lamb, Texas",7.6632
960,"Lamoille, Vermont",7.408750000000001
961,"Lamoure, North Dakota",7.125000000000001
962,"Lampasas, Texas",7.644444444444444
963,"Lancaster, Pennsylvania",7.537533039647574
964,"Lancaster, Virginia",5.442972972972974
965,"Lander, Nevada",8.094583333333334
966,"Lane, Kansas",7.472727272727272
967,"Langlade, Wisconsin",7.746666666666666
968,"Lapeer, Michigan",7.640000000000001
969,"Larue, Kentucky",7.374
970,"Lasalle, Illinois",7.339999999999997
971,"Lassen, California",7.797291666666666
972,"Latah, Idaho",7.32
973,"Lauderdale, Alabama",7.383628691983115
974,"Lauderdale, Tennessee",7.688888888888889
975,"Laurel, Kentucky",7.497142857142856
976,"Lavaca, Texas",7.629411764705882
977,"Lawrence, Alabama",7.548333333333333
978,"Lawrence, Illinois",5.882857142857143
979,"Lawrence, Kentucky",7.3066666666666675
980,"Lawrence, Missouri",7.739672131147541
981,"Lawrence, Tennessee",6.908888888888888
982,"Lea, New Mexico",7.51
983,"Leavenworth, Kansas",7.755918367346938
984,"Lee, Alabama",7.153636363636364
985,"Lee, Florida",8.262
986,"Lee, Illinois",7.402857142857143
987,"Lee, Iowa",7.3
988,"Lee, Kentucky",7.388333333333333
989,"Lee, North Carolina",6.905600000000001
990,"Lee, Texas",7.845000000000001
991,"Lee, Virginia",3.3226130653266344
992,"Lehigh, Pennsylvania",7.576862745098029
993,"Lemhi, Idaho",7.0
994,"Lenoir, North Carolina",7.4422556390977395
995,"Leon, Florida",7.684354838709677
996,"Leon, Texas",7.87818181818182
997,"Leslie, Kentucky",7.577142857142856
998,"Letcher, Kentucky",7.489454545454546
999,"Levy county, Florida",7.5
1000,"Levy, Florida",7.528571428571429
1001,"Lewis and clark, Montana",7.80223404255319
1002,"Lewis, Kentucky",7.038333333333334
1003,"Lewis, Missouri",7.718333333333334
1004,"Lewis, New York",7.648571428571429
1005,"Lewis, Tennessee",6.684545454545455
1006,"Lewis, Washington",7.249285714285714
1007,"Lexington, South Carolina",6.095733333333335
1008,"Liberty, Florida",7.859333333333334
1009,"Liberty, Montana",8.850000000000001
1010,"Liberty, Texas",7.559308176100628
1011,"Licking, Ohio",7.49
1012,"Limestone, Alabama",7.65375
1013,"Limestone, Texas",7.555882352941177
1014,"Lincoln parish, Louisiana",8.623333333333333
1015,"Lincoln, Kansas",7.37
1016,"Lincoln, Kentucky",7.231249999999999
1017,"Lincoln, Louisiana",7.9365384615384595
1018,"Lincoln, Maine",7.367916666666665
1019,"Lincoln, Minnesota",7.70879518072289
1020,"Lincoln, Missouri",7.538226950354613
1021,"Lincoln, Montana",7.626956521739131
1022,"Lincoln, Nevada",7.9948275862068945
1023,"Lincoln, New Mexico",1.9075
1024,"Lincoln, North Carolina",6.498490566037734
1025,"Lincoln, Tennessee",7.021111111111111
1026,"Lincoln, Wisconsin",6.8135714285714295
1027,"Lincoln, Wyoming",7.866
1028,"Linn, Iowa",7.540000000000001
1029,"Linn, Kansas",7.442307692307693
1030,"Linn, Missouri",7.6481818181818175
1031,"Lipscomb, Texas",7.624
1032,"Litchfield, Connecticut",6.936699999999994
1033,"Live oak, Texas",7.832608695652175
1034,"Livingston, Illinois",8.061250000000001
1035,"Livingston, Kentucky",7.632000000000001
1036,"Livingston, Louisiana",8.116666666666669
1037,"Livingston, Missouri",8.209999999999999
1038,"Llano, Texas",7.219387755102042
1039,"Logan, Illinois",7.569237288135592
1040,"Logan, Kansas",7.626666666666667
1041,"Logan, Kentucky",7.3
1042,"Logan, North Dakota",7.415
1043,"Logan, Oklahoma",6.679166666666666
1044,"Logan, West Virginia",7.44
1045,"Lorain, Ohio",7.383546511627904
1046,"Los angeles county, California",7.724878048780491
1047,"Los angeles, California",7.665861129380833
1048,"Loudon, Tennessee",7.161250000000001
1049,"Loudoun, Virginia",5.008493150684929
1050,"Louisa, Iowa",7.4
1051,"Louisa, Virginia",4.479774436090224
1052,"Loving, Texas",7.705
1053,"Lowndes, Alabama",7.968947368421054
1054,"Lubbock, Texas",7.593136094674557
1055,"Lucas, Ohio",7.25
1056,"Luce, Michigan",7.95
1057,"Lunenburg, Virginia",3.2157692307692307
1058,"Luzerne, Pennsylvania",7.272033898305084
1059,"Lycoming county, Pennsylvania",8.362121212121206
1060,"Lynchburg, Virginia",4.6120833333333335
1061,"Lynn, Texas",7.400666666666667
1062,"Lyon, Kansas",8.233333333333333
1063,"Lyon, Kentucky",7.2555555555555555
1064,"Lyon, Minnesota",7.470733944954132
1065,"Lyon, Nevada",7.855290322580645
1066,"Macomb, Michigan",7.22
1067,"Macon, Alabama",7.016666666666667
1068,"Macon, Illinois",8.148888888888886
1069,"Macon, Missouri",7.909999999999999
1070,"Macon, North Carolina",6.6997252747252745
1071,"Macon, Tennessee",7.336
1072,"Macoupin, Illinois",7.717419354838712
1073,"Madera county, California",7.863793103448272
1074,"Madera, California",7.363072164948455
1075,"Madison, Alabama",7.038773584905661
1076,"Madison, Florida",7.5375
1077,"Madison, Illinois",7.5587878787878795
1078,"Madison, Kentucky",7.440285714285715
1079,"Madison, Louisiana",8.02
1080,"Madison, Missouri",7.593333333333334
1081,"Madison, Montana",7.683333333333334
1082,"Madison, New York",7.137692307692307
1083,"Madison, North Carolina",7.822105263157892
1084,"Madison, Tennessee",6.8116666666666665
1085,"Madison, Texas",7.566666666666666
1086,"Madison, Virginia",4.811874999999999
1087,"Magoffin, Kentucky",7.483333333333333
1088,"Mahoning, Ohio",7.393703703703704
1089,"Major, Oklahoma",6.645555555555555
1090,"Manatee county, Florida",7.785
1091,"Manatee, Florida",7.426923076923078
1092,"Manitowoc, Wisconsin",7.3960606060606064
1093,"Marathon, Wisconsin",7.282800000000001
1094,"Marengo, Alabama",8.272499999999999
1095,"Maricopa, Arizona",7.664854368932037
1096,"Maries county, Missouri",7.7375
1097,"Maries, Missouri",7.642307692307691
1098,"Marin, California",7.780580110497237
1099,"Marinette, Wisconsin",7.723295454545457
1100,"Marion county, Florida",7.39
1101,"Marion county, Missouri",7.8183333333333325
1102,"Marion, Alabama",7.358749999999999
1103,"Marion, Florida",7.488040000000008
1104,"Marion, Illinois",7.823636363636362
1105,"Marion, Indiana",7.561666666666667
1106,"Marion, Kansas",7.299999999999999
1107,"Marion, Kentucky",7.471666666666667
1108,"Marion, Missouri",8.34
1109,"Marion, Ohio",7.55
1110,"Marion, Tennessee",7.17263157894737
1111,"Marion, Texas",8.476923076923079
1112,"Mariposa, California",7.331111111111116
1113,"Marquette, Michigan",7.585
1114,"Marquette, Wisconsin",7.8855
1115,"Marshall, Alabama",7.280000000000001
1116,"Marshall, Illinois",7.295
1117,"Marshall, Indiana",7.085
1118,"Marshall, Kansas",7.441935483870967
1119,"Marshall, Kentucky",7.317999999999999
1120,"Marshall, Minnesota",7.2338235294117705
1121,"Marshall, Tennessee",7.242857142857143
1122,"Martin county, Florida",7.21
1123,"Martin, Florida",7.949
1124,"Martin, Kentucky",7.430833333333333
1125,"Martin, Minnesota",9.204619883040932
1126,"Martin, North Carolina",7.608108108108108
1127,"Martin, Texas",7.142142857142857
1128,"Martinsville, Virginia",2.045
1129,"Mason, Illinois",7.7
1130,"Mason, Kentucky",7.143333333333334
1131,"Mason, Texas",7.613333333333332
1132,"Mason, Washington",7.1175
1133,"Massac, Illinois",7.735
1134,"Matagorda, Texas",7.7947368421052605
1135,"Matanuska-susitna borough, Alaska",8.8
1136,"Matanuska-susitna, Alaska",7.762631578947369
1137,"Mathews, Virginia",3.2975000000000008
1138,"Maury, Tennessee",7.222142857142856
1139,"Maverick, Texas",7.734545454545454
1140,"Mcclain, Oklahoma",7.165999999999999
1141,"Mccracken, Kentucky",7.505
1142,"Mccreary, Kentucky",7.142307692307692
1143,"Mcculloch, Texas",7.652000000000002
1144,"Mccurtain, Oklahoma",7.0
1145,"Mcdonald, Missouri",7.671470588235295
1146,"Mcdonough, Illinois",7.730392156862742
1147,"Mcdowell, North Carolina",6.873440860215054
1148,"Mcdowell, West Virginia",7.62
1149,"Mchenry, Illinois",7.50556786703601
1150,"Mchenry, North Dakota",7.367777777777778
1151,"Mcintosh, North Dakota",7.3999999999999995
1152,"Mckean, Pennsylvania",5.85
1153,"Mckenzie, North Dakota",7.694166666666667
1154,"Mckinley, New Mexico",8.700000000000001
1155,"Mclean, Illinois",7.5946739130434775
1156,"Mclean, Kentucky",7.5275
1157,"Mclean, North Dakota",7.769752066115703
1158,"Mclennan, Texas",7.98786610878661
1159,"Mcleod, Minnesota",7.769020408163268
1160,"Mcminn, Tennessee",7.1955
1161,"Mcmullen, Texas",8.618333333333332
1162,"Mcnairy, Tennessee",7.6538461538461515
1163,"Mcpherson, Kansas",7.358974358974362
1164,"Meade, Kansas",7.6000000000000005
1165,"Meade, Kentucky",7.088181818181818
1166,"Mecklenburg, North Carolina",7.504708520179372
1167,"Mecklenburg, Virginia",3.4394372294372295
1168,"Medina, Ohio",7.450000000000001
1169,"Medina, Texas",7.657058823529411
1170,"Meeker, Minnesota",7.3595215311004765
1171,"Meigs, Ohio",6.36
1172,"Meigs, Tennessee",7.15
1173,"Menard, Illinois",7.615555555555555
1174,"Menard, Texas",7.618333333333333
1175,"Mendocino, California",7.177090464547675
1176,"Menifee, Kentucky",6.983
1177,"Menominee, Michigan",7.5
1178,"Merced, California",7.653699421965311
1179,"Mercer, Illinois",8.049999999999999
1180,"Mercer, Kentucky",7.475000000000001
1181,"Mercer, Missouri",9.4
1182,"Mercer, New Jersey",7.4752024922118405
1183,"Mercer, North Dakota",7.7528571428571444
1184,"Mercer, Ohio",7.27
1185,"Mercer, West Virginia",2.42
1186,"Miami, Kansas",7.544
1187,"Miami, Ohio",7.58
1188,"Miami-dade, Florida",7.712631578947368
1189,"Middlesex, Connecticut",7.3245683802134005
1190,"Middlesex, New Jersey",7.58782508630611
1191,"Middlesex, Virginia",6.232916666666664
1192,"Midland, Texas",7.216093749999997
1193,"Milam, Texas",7.454545454545456
1194,"Millard, Utah",7.706666666666667
1195,"Mille lacs, Minnesota",7.600408163265305
1196,"Miller, Missouri",7.483166666666663
1197,"Mills, Iowa",7.1
1198,"Mills, Texas",7.042857142857143
1199,"Milwaukee, Wisconsin",7.543465346534651
1200,"Mineral, Nevada",7.831578947368423
1201,"Mississippi, Missouri",7.598888888888889
1202,"Missoula, Montana",7.429294117647059
1203,"Mitchell, Iowa",7.699999999999999
1204,"Mitchell, Kansas",7.811111111111111
1205,"Mitchell, North Carolina",7.268453608247421
1206,"Mitchell, Texas",7.58888888888889
1207,"Mobile, Alabama",7.095234375
1208,"Modoc, California",7.934166666666667
1209,"Mohave, Arizona",7.741428571428571
1210,"Moniteau, Missouri",7.380666666666668
1211,"Monmouth, New Jersey",7.081794117647059
1212,"Mono, California",7.498382352941174
1213,"Monroe, Alabama",7.301470588235295
1214,"Monroe, Florida",8.38
1215,"Monroe, Illinois",7.17
1216,"Monroe, Indiana",9.1
1217,"Monroe, Kentucky",7.538333333333334
1218,"Monroe, Missouri",7.625
1219,"Monroe, Pennsylvania",7.886666666666667
1220,"Monroe, Tennessee",7.305882352941175
1221,"Monroe, Wisconsin",6.96711111111111
1222,"Montague, Texas",8.072749999999996
1223,"Monterey, California",7.651221769714871
1224,"Montgomery, Alabama",8.401764705882352
1225,"Montgomery, Illinois",7.479285714285713
1226,"Montgomery, Kansas",7.44
1227,"Montgomery, Kentucky",7.364999999999999
1228,"Montgomery, Missouri",7.518529411764704
1229,"Montgomery, New York",7.477777777777778
1230,"Montgomery, North Carolina",7.4125000000000005
1231,"Montgomery, Pennsylvania",7.345300546448081
1232,"Montgomery, Tennessee",7.235384615384616
1233,"Montgomery, Texas",7.334334763948503
1234,"Montgomery, Virginia",2.4589035087719306
1235,"Montmorency, Michigan",7.178999999999999
1236,"Moore county, Texas",7.8100000000000005
1237,"Moore, North Carolina",7.295181159420292
1238,"Moore, Tennessee",7.2299999999999995
1239,"Moore, Texas",7.735714285714286
1240,"Morehouse, Louisiana",7.495000000000001
1241,"Morgan, Alabama",7.670833333333333
1242,"Morgan, Illinois",8.156666666666666
1243,"Morgan, Indiana",7.696666666666666
1244,"Morgan, Kentucky",6.915
1245,"Morgan, Missouri",7.439882352941177
1246,"Morgan, Ohio",7.67
1247,"Morgan, Tennessee",7.186666666666666
1248,"Morgan, Utah",7.396666666666666
1249,"Morgan, West Virginia",7.307272727272727
1250,"Morris, Kansas",7.30625
1251,"Morris, New Jersey",7.289706799750459
1252,"Morris, Texas",8.106666666666667
1253,"Morrison, Minnesota",7.754201388888894
1254,"Morton, Kansas",7.63
1255,"Morton, North Dakota",9.26
1256,"Motley, Texas",7.7299999999999995
1257,"Moultrie, Illinois",8.589000000000002
1258,"Mountrail, North Dakota",7.528571428571429
1259,"Mower, Minnesota",7.306231884057965
1260,"Muhlenberg, Kentucky",7.740769230769232
1261,"Murray, Minnesota",7.126315789473683
1262,"Muscatine, Iowa",7.683333333333334
1263,"Muskegon, Michigan",7.73875
1264,"Muskingum, Ohio",7.51333333333333
1265,"Musselshell, Montana",7.395
1266,"Nacogdoches, Texas",7.874651162790699
1267,"Napa, California",7.2958333333333405
1268,"Nash, North Carolina",7.579673469387757
1269,"Nassau, Florida",7.48
1270,"Natchitoches, Louisiana",7.450312500000001
1271,"Natrona, Wyoming",7.4
1272,"Navajo, Arizona",8.711666666666666
1273,"Navarro, Texas",7.768571428571428
1274,"Nelson, Kentucky",7.25375
1275,"Nelson, North Dakota",7.186
1276,"Nelson, Virginia",4.264190476190475
1277,"Nemaha, Kansas",7.486363636363638
1278,"Neosho, Kansas",7.481818181818183
1279,"Ness, Kansas",7.529411764705882
1280,"Nevada, California",7.315197368421053
1281,"New hanover, North Carolina",7.22658813263526
1282,"New haven, Connecticut",7.292960823253207
1283,"New kent, Virginia",4.596580645161288
1284,"New london, Connecticut",7.4965778688524525
1285,"New madrid, Missouri",7.650384615384615
1286,"New york, New York",7.258648648648649
1287,"Newberry, South Carolina",6.0
1288,"Newport news, Virginia",7.601111111111111
1289,"Newport, Rhode Island",9.416666666666666
1290,"Newton, Indiana",7.75
1291,"Newton, Missouri",7.72835294117647
1292,"Newton, Texas",7.05185185185185
1293,"Nicholas, Kentucky",7.395833333333335
1294,"Nicollet, Minnesota",7.305964912280702
1295,"Nobles, Minnesota",7.153438395415468
1296,"Nodaway, Missouri",7.657619047619049
1297,"Nolan, Texas",7.5249999999999995
1298,"Nome, Alaska",7.392857142857143
1299,"Norfolk, Virginia",7.454166666666667
1300,"Norman, Minnesota",7.4951020408163265
1301,"North slope, Alaska",7.15
1302,"Northampton county, Pennsylvania",7.34
1303,"Northampton, North Carolina",7.576666666666667
1304,"Northampton, Pennsylvania",7.48551470588235
1305,"Northampton, Virginia",4.981287878787879
1306,"Northumberland, Virginia",5.255744680851062
1307,"Norton, Kansas",7.450000000000002
1308,"Norton, Virginia",3.594
1309,"Nottoway, Virginia",3.645529411764708
1310,"Nueces, Texas",7.8068421052631605
1311,"Nye, Nevada",7.719096774193543
1312,"Oakland, Michigan",7.609166666666667
1313,"Obion, Tennessee",6.428571428571429
1314,"Ocean, New Jersey",7.457620396600578
1315,"Oceana, Michigan",7.9
1316,"Ochiltree, Texas",7.696923076923076
1317,"Oconto, Wisconsin",7.711600000000002
1318,"Ogle, Illinois",7.4
1319,"Ohio, Kentucky",7.537272727272727
1320,"Ohio, West Virginia",7.3100000000000005
1321,"Okaloosa county, Florida",8.047
1322,"Okaloosa, Florida",7.835000000000004
1323,"Okanogan, Washington",7.2557142857142845
1324,"Okeechobee, Florida",7.485250000000002
1325,"Oklahoma, Oklahoma",8.703529411764707
1326,"Okmulgee, Oklahoma",6.891874999999999
1327,"Oldham, Kentucky",7.32
1328,"Oldham, Texas",7.69076923076923
1329,"Oliver, North Dakota",6.9925
1330,"Olmsted, Minnesota",7.191949152542372
1331,"Oneida, New York",8.85
1332,"Oneida, Wisconsin",7.315483870967744
1333,"Onondaga, New York",7.59
1334,"Onslow, North Carolina",8.252613698630123
1335,"Ontonagon, Michigan",7.96
1336,"Orange, California",7.840911648846361
1337,"Orange, Florida",7.769357142857145
1338,"Orange, New York",7.2084375000000005
1339,"Orange, North Carolina",8.038846153846151
1340,"Orange, Texas",7.456435643564353
1341,"Orange, Vermont",7.382631578947367
1342,"Orange, Virginia",3.203232323232324
1343,"Orangeburg, South Carolina",7.467179487179488
1344,"Oregon, Missouri",7.3838888888888885
1345,"Orleans, Louisiana",8.73
