,county,alkalinity
681,"Hennepin, Minnesota",170905.4054054054
682,"Henrico, Virginia",63700.0
683,"Henry, Alabama",151617.24137931035
684,"Henry, Illinois",375516.7105263158
685,"Henry, Kentucky",186088.23529411765
686,"Henry, Missouri",109093.60730593608
687,"Henry, Ohio",193000.0
688,"Henry, Virginia",59875.0
689,"Hickman, Kentucky",155000.0
690,"Hickory, Missouri",257600.0
691,"Hidalgo, Texas",122763.54679802955
692,"Highland, Virginia",145333.33333333334
693,"Hill, Montana",177542.1686746988
694,"Hill, Texas",333476.1904761905
695,"Hocking, Ohio",130000.0
696,"Hockley, Texas",239138.88888888888
697,"Hodgeman, Kansas",265416.6666666667
698,"Hoke, North Carolina",1750.0
699,"Holmes, Ohio",170000.0
700,"Hood, Texas",290437.5
701,"Hopewell, Virginia",46452.63157894737
702,"Hopkins, Kentucky",50267.857142857145
703,"Hopkins, Texas",189305.55555555556
704,"Horry, South Carolina",29406.944444444445
705,"Hot springs, Wyoming",154255.81395348837
706,"Houston, Alabama",133722.22222222222
707,"Houston, Texas",137657.8947368421
708,"Howard, Iowa",260000.0
709,"Howard, Missouri",90790.90909090909
710,"Howard, Texas",138428.57142857142
711,"Howell, Missouri",247741.17647058822
712,"Hudson, New Jersey",41675.36613272311
713,"Hudspeth, Texas",196250.0
714,"Hughes, Oklahoma",85244.68937875751
715,"Humboldt, Nevada",129888.88888888889
716,"Hunt, Texas",241407.40740740742
717,"Hunterdon, New Jersey",104479.43074003795
718,"Huntingdon, Pennsylvania",50477.433628318584
719,"Hutchinson, Texas",185560.0
720,"Iberia parish, Louisiana",347700.0
721,"Iberia, Louisiana",200679.16666666666
722,"Iberville, Louisiana",204786.36363636365
723,"Ida, Iowa",350000.0
724,"Indiana, Pennsylvania",53309.83213429256
725,"Inyo, California",71250.0
726,"Iowa, Iowa",272137.9310344828
727,"Iredell, North Carolina",30536.397849462366
728,"Irion, Texas",288800.0
729,"Iron, Missouri",83245.3488372093
730,"Iron, Utah",121708.33333333333
731,"Iroquois, Illinois",279117.0
732,"Isle of wight, Virginia",298046.72897196264
733,"Jack, Texas",268611.1111111111
734,"Jackson, Alabama",63859.8933901919
735,"Jackson, Illinois",53750.0
736,"Jackson, Kansas",158847.0588235294
737,"Jackson, Kentucky",23346.666666666668
738,"Jackson, Louisiana",140140.47619047618
739,"Jackson, Missouri",74456.3492063492
740,"Jackson, North Carolina",23191.017964071856
741,"Jackson, Oklahoma",146048.0
742,"Jackson, Oregon",34177.58620689655
743,"Jackson, Texas",288028.5714285714
744,"Jackson, West Virginia",48323.94366197183
745,"James (city), Virginia",118920.73170731707
746,"James city, Virginia",173236.73469387754
747,"Jasper county, Missouri",164500.0
748,"Jasper, Illinois",163193.33333333334
749,"Jasper, Indiana",246190.47619047618
750,"Jasper, Missouri",159005.51181102364
751,"Jasper, Texas",103362.31884057971
752,"Jeff davis, Texas",170500.0
753,"Jefferson davis, Louisiana",142076.4705882353
754,"Jefferson, Alabama",46901.186440677964
755,"Jefferson, Illinois",40750.0
756,"Jefferson, Kansas",232086.66666666666
757,"Jefferson, Kentucky",87957.39644970415
758,"Jefferson, Louisiana",93122.22222222222
759,"Jefferson, Missouri",195747.54464285713
760,"Jefferson, Montana",84012.04819277108
761,"Jefferson, New York",103700.0
762,"Jefferson, Ohio",408000.0
763,"Jefferson, Pennsylvania",38954.9593495935
764,"Jefferson, Texas",78731.34328358209
765,"Jefferson, West Virginia",167181.73913043478
766,"Jennings, Indiana",153074.62686567163
767,"Jersey, Illinois",131666.66666666666
768,"Jessamine, Kentucky",94354.69421487603
769,"Jewell, Kansas",271111.1111111111
770,"Jim hogg, Texas",215500.0
771,"Jim wells, Texas",240322.5806451613
772,"Jo daviess, Illinois",303870.96774193546
773,"Johnson, Illinois",64726.02739726027
774,"Johnson, Indiana",338500.0
775,"Johnson, Iowa",240715.08379888267
776,"Johnson, Kansas",153629.5
777,"Johnson, Kentucky",106215.18987341772
778,"Johnson, Missouri",101812.5
779,"Johnson, Texas",314337.7192982456
780,"Johnson, Wyoming",22911.764705882353
781,"Johnston, North Carolina",37454.545454545456
782,"Johnston, Oklahoma",224168.42105263157
783,"Jones, Iowa",263904.7619047619
784,"Jones, Texas",143666.66666666666
785,"Josephine, Oregon",44457.142857142855
786,"Judith basin, Montana",210000.0
787,"Juniata, Pennsylvania",21508.0
788,"Kanawha, West Virginia",61185.800604229604
789,"Kane, Illinois",279303.66071428574
790,"Kankakee, Illinois",173705.9195402299
791,"Karnes, Texas",411153.8461538461
792,"Kaufman, Texas",55814.81481481482
793,"Kay, Oklahoma",193790.54054054053
794,"Kearny, Kansas",165181.81818181818
795,"Kenai peninsula, Alaska",76800.0
796,"Kendall, Illinois",300000.0
797,"Kendall, Texas",273122.22222222225
798,"Kenedy, Texas",219875.0
799,"Kennebec, Maine",66221.51898734177
800,"Kent, Rhode Island",15700.0
801,"Kent, Texas",248750.0
802,"Kenton, Kentucky",75556.3082437276
803,"Keokuk, Iowa",260000.0
804,"Kerr, Texas",291425.33936651587
805,"Kershaw, South Carolina",34923.17880794702
806,"Kidder, North Dakota",329400.0
807,"Kimble, Texas",244705.88235294117
808,"King and queen, Virginia",220466.66666666666
809,"King george, Virginia",125058.94736842105
810,"King william, Virginia",209582.60869565216
811,"King, Texas",228500.0
812,"Kingfisher, Oklahoma",165000.0
813,"Kingman, Kansas",143922.22222222222
814,"Kinney, Texas",206750.0
815,"Kiowa, Kansas",187933.33333333334
816,"Kiowa, Oklahoma",185179.1150442478
817,"Klamath, Oregon",117000.0
818,"Kleberg, Texas",237743.58974358975
819,"Knott, Kentucky",142128.20512820513
820,"Knox, Illinois",497945.0
821,"Knox, Kentucky",80174.4966442953
822,"Knox, Maine",146718.5185185185
823,"Knox, Texas",202600.0
824,"Koochiching, Minnesota",18833.333333333332
825,"Kootenai, Idaho",69066.66666666667
826,"Kosciusko, Indiana",286375.0
827,"La plata, Colorado",61103.44827586207
828,"La porte, Indiana",102000.0
829,"La salle, Illinois",315000.0
830,"La salle, Louisiana",127286.48648648648
831,"La salle, Texas",247187.5
832,"Labette, Kansas",125068.92950391644
833,"Lackawanna, Pennsylvania",86954.54545454546
834,"Laclede, Missouri",216680.0
835,"Lafayette parish, Louisiana",119514.28571428571
836,"Lafayette, Louisiana",123316.66666666667
837,"Lafayette, Missouri",140229.8076923077
838,"Lafourche, Louisiana",100944.44444444444
839,"Lake and peninsula, Alaska",100000.0
840,"Lake, California",310000.0
841,"Lake, Illinois",115525.24027459955
842,"Lake, Indiana",171706.89655172414
843,"Lake, Minnesota",47852.94117647059
844,"Lake, Montana",100521.73913043478
845,"Lamar, Alabama",42113.333333333336
846,"Lamar, Texas",221500.0
847,"Lamb, Texas",239040.0
848,"Lamoille, Vermont",62462.41379310345
849,"Lamoure, North Dakota",238833.33333333334
850,"Lampasas, Texas",197111.11111111112
851,"Lancaster county, Pennsylvania",16133.333333333334
852,"Lancaster, Pennsylvania",101164.4331210191
853,"Lancaster, South Carolina",25333.333333333332
854,"Lancaster, Virginia",370474.57627118647
855,"Lander, Nevada",207000.0
856,"Lane, Kansas",207000.0
857,"Lane, Oregon",22476.59574468085
858,"Laramie, Wyoming",40111.11111111111
859,"Larue, Kentucky",112464.78873239437
860,"Lasalle, Illinois",240816.52173913043
861,"Latah, Idaho",99400.0
862,"Latimer, Oklahoma",87242.69005847954
863,"Lauderdale, Alabama",77172.65625
864,"Laurel, Kentucky",45464.88294314381
865,"Laurens, South Carolina",24541.95804195804
866,"Lavaca, Texas",360647.0588235294
867,"Lawrence, Alabama",45807.692307692305
868,"Lawrence, Illinois",238235.29411764705
869,"Lawrence, Indiana",169070.83333333334
870,"Lawrence, Kentucky",96121.62162162163
871,"Lawrence, Missouri",193631.57894736843
872,"Lawrence, Pennsylvania",70241.07142857143
873,"Le flore, Oklahoma",27820.96997690531
874,"Lea, New Mexico",190000.0
875,"Leavenworth, Kansas",254381.34715025907
876,"Lebanon county, Pennsylvania",160318.18181818182
877,"Lebanon, Pennsylvania",8470.588235294117
878,"Lee, Alabama",33198.64864864865
879,"Lee, Illinois",305272.7272727273
880,"Lee, Iowa",143518.9189189189
881,"Lee, Kentucky",92454.54545454546
882,"Lee, North Carolina",33925.0
883,"Lee, Texas",242100.0
884,"Lee, Virginia",142030.92783505155
885,"Lehigh, Pennsylvania",139493.89150943398
886,"Lemhi, Idaho",125200.0
887,"Lenoir, North Carolina",26611.11111111111
888,"Leon, Texas",190945.45454545456
889,"Leslie, Kentucky",127200.0
890,"Letcher, Kentucky",153894.73684210525
891,"Lewis and clark, Montana",95850.7614213198
892,"Lewis, Missouri",200000.0
893,"Lewis, New York",40066.666666666664
894,"Lewis, West Virginia",48188.38383838384
895,"Lexington county, South Carolina",21828.169014084506
896,"Lexington, South Carolina",32849.76958525346
897,"Liberty, Montana",139491.5254237288
898,"Liberty, Texas",201672.95597484277
899,"Licking, Ohio",241000.0
900,"Limestone, Alabama",109340.09433962264
901,"Limestone, Texas",142283.33333333334
902,"Lincoln parish, Louisiana",173833.33333333334
903,"Lincoln, Kansas",376900.0
904,"Lincoln, Kentucky",19142.85714285714
905,"Lincoln, Louisiana",115344.23076923077
906,"Lincoln, Maine",76871.11111111111
907,"Lincoln, Missouri",315285.71428571426
908,"Lincoln, Montana",157000.0
909,"Lincoln, New Mexico",120951.72413793103
910,"Lincoln, North Carolina",16260.27149321267
911,"Lincoln, Oklahoma",119082.50825082508
912,"Lincoln, Oregon",13096.089385474861
913,"Lincoln, West Virginia",137829.77099236642
914,"Lincoln, Wyoming",159256.0975609756
915,"Linn, Iowa",215441.17647058822
916,"Linn, Kansas",123643.25153374232
917,"Linn, Missouri",84884.09090909091
918,"Linn, Oregon",16791.58878504673
919,"Lipscomb, Texas",209666.66666666666
920,"Litchfield, Connecticut",48974.491228070176
921,"Live oak, Texas",264521.73913043475
922,"Livingston county, New York",111333.33333333333
923,"Livingston, Illinois",237530.86419753087
924,"Livingston, Kentucky",86604.93827160494
925,"Livingston, Louisiana",124803.38983050847
926,"Livingston, New York",140000.0
927,"Llano, Texas",187653.0612244898
928,"Logan, Illinois",426885.71428571426
929,"Logan, Kansas",209400.0
930,"Logan, North Dakota",328000.0
931,"Logan, Oklahoma",170566.32653061225
932,"Logan, West Virginia",86251.3953488372
933,"Lorain, Ohio",84215.11627906977
934,"Loudoun, Virginia",85802.35494880546
935,"Louisa, Iowa",230000.0
936,"Louisa, Virginia",46995.13333333333
937,"Loving, Texas",118500.0
938,"Lowndes, Alabama",92031.57894736843
939,"Lubbock, Texas",272830.40935672517
940,"Lucas, Iowa",115000.0
941,"Lucas, Ohio",281500.0
942,"Lunenburg, Virginia",28393.225806451614
943,"Luzerne county, Pennsylvania",23916.666666666668
944,"Luzerne, Pennsylvania",13036.565656565657
945,"Lycoming county, Pennsylvania",41575.0
946,"Lycoming, Pennsylvania",15407.0
947,"Lynchburg, Virginia",29401.5
948,"Lynn, Texas",202866.66666666666
949,"Lyon, Iowa",250000.0
950,"Lyon, Kansas",179092.2077922078
951,"Lyon, Kentucky",107860.9865470852
952,"Lyon, Nevada",128656.25
953,"Macon, Alabama",20596.929824561405
954,"Macon, Illinois",184720.0
955,"Macon, Missouri",70201.31578947368
956,"Macon, North Carolina",20902.901785714286
957,"Macoupin, Illinois",100822.26720647773
958,"Madera, California",123500.0
959,"Madison, Alabama",101601.13122171945
960,"Madison, Illinois",142400.0
961,"Madison, Indiana",291922.22222222225
962,"Madison, Kentucky",97231.93277310925
963,"Madison, Louisiana",376500.0
964,"Madison, Missouri",93025.97402597402
965,"Madison, Montana",159375.0
966,"Madison, North Carolina",13407.8
967,"Madison, Texas",168833.33333333334
968,"Madison, Virginia",29496.041666666668
969,"Magoffin, Kentucky",91480.0
970,"Mahoning, Ohio",300782.60869565216
971,"Major, Oklahoma",148000.0
972,"Malheur, Oregon",175375.0
973,"Manassas, Virginia",35000.0
974,"Marengo, Alabama",254370.83333333334
975,"Maricopa, Arizona",146318.84816753925
976,"Maries county, Missouri",129500.0
977,"Maries, Missouri",223857.14285714287
978,"Marion county, Missouri",169547.94520547945
979,"Marion, Alabama",18064.696569920845
980,"Marion, Illinois",96776.15062761506
981,"Marion, Indiana",200290.8108108108
982,"Marion, Iowa",235000.0
983,"Marion, Kansas",152489.32584269662
984,"Marion, Kentucky",117813.33333333333
985,"Marion, Ohio",262500.0
986,"Marion, Oregon",13958.715596330276
987,"Marion, Texas",304625.0
988,"Marion, West Virginia",58681.63265306123
989,"Marlboro, South Carolina",5098.591549295775
990,"Marshall, Alabama",62680.249433106575
991,"Marshall, Illinois",237000.0
992,"Marshall, Indiana",282000.0
993,"Marshall, Kansas",329290.32258064515
994,"Marshall, Kentucky",96375.0
995,"Marshall, Oklahoma",116748.93617021276
996,"Marshall, West Virginia",61441.666666666664
997,"Martin, Florida",98100.0
998,"Martin, Indiana",26454.545454545456
999,"Martin, Kentucky",115361.11111111111
1000,"Martin, Minnesota",167500.0
1001,"Martin, Texas",162071.42857142858
1002,"Martinsville, Virginia",24872.5
1003,"Mason, Illinois",235000.0
1004,"Mason, Kentucky",69581.08108108108
1005,"Mason, Texas",256000.0
1006,"Massac, Illinois",174250.0
1007,"Matagorda, Texas",301357.8947368421
1008,"Matanuska-susitna borough, Alaska",327000.0
1009,"Matanuska-susitna, Alaska",135491.66666666666
1010,"Mathews, Virginia",292000.0
1011,"Maverick, Texas",108454.54545454546
1012,"Mayes, Oklahoma",97474.15611814347
1013,"Mcclain, Oklahoma",394500.0
1014,"Mccormick, South Carolina",22666.666666666668
1015,"Mccracken, Kentucky",82262.5
1016,"Mccreary, Kentucky",28448.979591836734
1017,"Mcculloch, Texas",189520.0
1018,"Mccurtain, Oklahoma",17568.485915492958
1019,"Mcdonald, Missouri",237913.04347826086
1020,"Mcdonough, Illinois",178592.13973799127
1021,"Mcdowell, North Carolina",24042.30769230769
1022,"Mcdowell, West Virginia",234927.72277227722
1023,"Mchenry, Illinois",314571.4285714286
1024,"Mchenry, North Dakota",314222.22222222225
1025,"Mcintosh, North Dakota",315333.3333333333
1026,"Mcintosh, Oklahoma",84958.71559633028
1027,"Mckean, Pennsylvania",21009.375
1028,"Mckenzie, North Dakota",550937.5
1029,"Mckinley, New Mexico",278333.3333333333
1030,"Mclean, Illinois",295519.73509933776
1031,"Mclean, Kentucky",88512.0
1032,"Mclean, North Dakota",156907.09677419355
1033,"Mclennan, Texas",313481.1715481171
1034,"Mcmullen, Texas",372857.14285714284
1035,"Mcpherson, Kansas",263461.53846153844
1036,"Meade, Kansas",169434.78260869565
1037,"Mecklenburg, North Carolina",27002.109375
1038,"Mecklenburg, Virginia",52039.64757709251
1039,"Medina, Texas",187032.96703296702
1040,"Meigs, Ohio",114000.0
1041,"Menard, Illinois",296636.36363636365
1042,"Menard, Texas",288833.3333333333
1043,"Mendocino, California",420000.0
1044,"Menifee, Kentucky",42772.72727272727
1045,"Mercer county, Pennsylvania",67284.4827586207
1046,"Mercer, Illinois",278333.3333333333
1047,"Mercer, Kentucky",104951.38888888889
1048,"Mercer, New Jersey",62714.48598130841
1049,"Mercer, North Dakota",176435.25179856116
1050,"Mercer, Ohio",185130.0
1051,"Mercer, Pennsylvania",67739.72602739726
1052,"Mercer, West Virginia",73339.94252873563
1053,"Miami, Kansas",139563.97111913358
1054,"Middlesex, Connecticut",31340.0
1055,"Middlesex, New Jersey",35815.84437086093
1056,"Middlesex, Virginia",291224.0
1057,"Midland, Texas",177875.0
1058,"Mifflin county, Pennsylvania",130548.3870967742
1059,"Mifflin, Pennsylvania",32230.909090909092
1060,"Milam, Texas",148000.0
1061,"Millard, Utah",180000.0
1062,"Miller, Missouri",294846.1538461539
1063,"Mills, Iowa",257125.0
1064,"Mills, Texas",155904.7619047619
1065,"Mineral, Nevada",291000.0
1066,"Mineral, West Virginia",119606.99275362318
1067,"Mingo, West Virginia",122725.0
1068,"Mississippi, Missouri",171500.0
1069,"Missoula, Montana",147428.57142857142
1070,"Mitchell, Iowa",233333.33333333334
1071,"Mitchell, Kansas",167056.125
1072,"Mitchell, North Carolina",22833.75
1073,"Mitchell, Texas",240222.22222222222
1074,"Mobile, Alabama",35201.68981481482
1075,"Modoc, California",118000.0
1076,"Mohave, Arizona",251250.0
1077,"Moniteau, Missouri",246930.76923076922
1078,"Monmouth, New Jersey",38730.35230352303
1079,"Monongalia, West Virginia",51791.666666666664
1080,"Monroe, Alabama",171431.4705882353
1081,"Monroe, Illinois",137000.0
1082,"Monroe, Indiana",31885.714285714286
1083,"Monroe, Kentucky",105067.56756756757
1084,"Monroe, Missouri",68288.96551724138
1085,"Monroe, Pennsylvania",15394.214285714286
1086,"Monroe, West Virginia",135746.0
1087,"Montague, Texas",269400.0
1088,"Montgomery, Alabama",87276.96551724138
1089,"Montgomery, Illinois",97817.61006289309
1090,"Montgomery, Kansas",153723.00319488818
1091,"Montgomery, Kentucky",99316.45569620254
1092,"Montgomery, Missouri",119401.16279069768
1093,"Montgomery, North Carolina",26493.15068493151
1094,"Montgomery, Pennsylvania",63618.181818181816
1095,"Montgomery, Texas",198489.42172073343
1096,"Montgomery, Virginia",131288.05970149254
1097,"Montour, Pennsylvania",56625.0
1098,"Moore county, Texas",209000.0
1099,"Moore, North Carolina",17391.79591836735
1100,"Moore, Texas",214714.2857142857
1101,"Morehouse, Louisiana",178703.84615384616
1102,"Morgan, Alabama",63305.33980582524
1103,"Morgan, Illinois",171580.95238095237
1104,"Morgan, Indiana",282666.6666666667
1105,"Morgan, Kentucky",41840.0
1106,"Morgan, Missouri",325103.4482758621
1107,"Morgan, Ohio",291000.0
1108,"Morgan, West Virginia",83272.72727272728
1109,"Morris, Kansas",149647.72727272726
1110,"Morris, New Jersey",97882.90322580645
1111,"Morris, Texas",237333.33333333334
1112,"Morrison, Minnesota",52333.333333333336
1113,"Morton, Kansas",194800.0
1114,"Morton, North Dakota",150927.6595744681
1115,"Motley, Texas",322000.0
1116,"Moultrie, Illinois",184500.0
1117,"Mountrail, North Dakota",189873.41772151898
1118,"Muhlenberg, Kentucky",70620.1550387597
1119,"Murray, Oklahoma",168306.27306273062
1120,"Muscatine, Iowa",294545.45454545453
1121,"Muskingum, Ohio",119354.79452054795
1122,"Muskogee, Oklahoma",86136.79890560875
1123,"Musselshell, Montana",245621.62162162163
1124,"Nacogdoches, Texas",212229.88505747126
1125,"Nash, North Carolina",28142.85714285714
1126,"Natchitoches, Louisiana",165029.03225806452
1127,"Natrona, Wyoming",118900.9009009009
1128,"Navajo, Arizona",185244.44444444444
1129,"Navarro, Texas",122904.76190476191
1130,"Nelson, Kentucky",158619.71830985916
1131,"Nelson, North Dakota",281200.0
1132,"Nelson, Virginia",23690.50314465409
1133,"Nemaha, Kansas",323727.2727272727
1134,"Neosho, Kansas",147079.7153024911
1135,"Ness, Kansas",216058.82352941178
1136,"New hanover, North Carolina",60725.60447761194
1137,"New haven, Connecticut",45449.77549711354
1138,"New kent, Virginia",166104.34782608695
1139,"New london, Connecticut",16354.575707154741
1140,"New madrid, Missouri",176684.61538461538
1141,"New york, New York",16551.8
1142,"Newberry, South Carolina",24044.954128440368
1143,"Newport news, Virginia",41973.04964539007
1144,"Newport, Rhode Island",16050.545454545454
1145,"Newton, Indiana",123000.0
1146,"Newton, Missouri",145688.88888888888
1147,"Newton, Texas",80851.85185185185
1148,"Nicholas, Kentucky",71576.92307692308
1149,"Nicholas, West Virginia",18962.5
1150,"Noble, Oklahoma",138500.0
1151,"Nodaway, Missouri",107506.8493150685
1152,"Nolan, Texas",233416.66666666666
1153,"Nome, Alaska",183346.66666666666
1154,"Norfolk, Virginia",27375.0
1155,"North slope, Alaska",78166.66666666667
1156,"Northampton, North Carolina",25500.0
1157,"Northampton, Pennsylvania",27563.492063492064
1158,"Northampton, Virginia",126051.4705882353
1159,"Northumberland, Pennsylvania",43908.411214953274
1160,"Northumberland, Virginia",309487.5
1161,"Northwest arctic, Alaska",69246.83544303797
1162,"Norton, Kansas",243505.37634408602
1163,"Norton, Virginia",17428.333333333332
1164,"Nottoway, Virginia",37314.74285714285
1165,"Nowata, Oklahoma",129518.5520361991
1166,"Nueces, Texas",169684.2105263158
1167,"Nye, Nevada",100000.0
1168,"Ocean, New Jersey",26579.679802955667
1169,"Ochiltree, Texas",201923.07692307694
1170,"Oconee, South Carolina",11951.162790697674
1171,"Ogle, Illinois",278790.0
1172,"Ohio, Kentucky",94396.33027522935
1173,"Ohio, West Virginia",45144.92753623189
1174,"Okeechobee, Florida",124000.0
1175,"Okfuskee, Oklahoma",34649.305555555555
1176,"Oklahoma, Oklahoma",104266.98068770608
1177,"Okmulgee, Oklahoma",36852.17391304348
1178,"Oldham, Texas",219692.3076923077
1179,"Oliver, North Dakota",317350.0
1180,"Onslow, North Carolina",298547.3522727273
1181,"Orange, Indiana",196965.5172413793
1182,"Orange, New York",47766.666666666664
1183,"Orange, North Carolina",28826.992481203008
1184,"Orange, Texas",152069.30693069307
1185,"Orange, Vermont",108517.64705882352
1186,"Orange, Virginia",27229.467455621303
1187,"Orangeburg, South Carolina",15110.077519379845
1188,"Oregon, Missouri",289875.0
1189,"Orleans, Louisiana",114680.0
1190,"Orleans, Vermont",112363.63636363637
1191,"Osage, Kansas",135308.97832817337
1192,"Osage, Missouri",307076.92307692306
1193,"Osage, Oklahoma",80134.52702702703
1194,"Osborne, Kansas",294500.0
1195,"Oswego, New York",190000.0
1196,"Otoe, Nebraska",159058.82352941178
1197,"Ottawa, Kansas",243150.0
1198,"Ottawa, Ohio",36309.09090909091
1199,"Ottawa, Oklahoma",95333.33333333333
1200,"Ouachita, Louisiana",237864.51612903227
1201,"Owen, Kentucky",140267.60563380283
1202,"Owsley, Kentucky",47767.12328767123
1203,"Oxford, Maine",32032.727272727272
1204,"Ozark, Missouri",323000.0
1205,"Page, Iowa",193333.33333333334
1206,"Page, Virginia",145081.93548387097
1207,"Palo pinto, Texas",125454.54545454546
1208,"Panola, Texas",302933.3333333333
1209,"Park, Montana",135515.15151515152
1210,"Park, Wyoming",58458.333333333336
1211,"Parker, Texas",306574.87922705314
1212,"Parmer, Texas",215476.19047619047
1213,"Passaic, New Jersey",63046.51515151515
1214,"Patrick, Virginia",32209.666666666668
1215,"Pawnee, Kansas",283705.8823529412
1216,"Pawnee, Oklahoma",106219.11894273128
1217,"Payette, Idaho",207500.0
1218,"Payne, Oklahoma",152949.4252873563
1219,"Pecos, Texas",170210.52631578947
1220,"Pembina, North Dakota",220574.32432432432
1221,"Pemiscot, Missouri",0.0
1222,"Pender, North Carolina",197307.6923076923
1223,"Pendleton, Kentucky",84467.8918918919
1224,"Pendleton, West Virginia",70470.81339712918
1225,"Pennington, Minnesota",149138.88888888888
1226,"Penobscot, Maine",92657.45856353591
1227,"Peoria, Illinois",224676.7676767677
1228,"Perquimans, North Carolina",198191.17647058822
1229,"Perry, Alabama",87508.33333333333
1230,"Perry, Illinois",95236.84210526316
1231,"Perry, Kentucky",124040.0
1232,"Perry, Missouri",186797.87234042553
1233,"Pershing, Nevada",209000.0
1234,"Person, North Carolina",25917.823529411766
1235,"Petersburg, Alaska",6301.666666666667
1236,"Pettis, Missouri",196509.80392156861
1237,"Phelps, Missouri",256111.11111111112
1238,"Philadelphia, Pennsylvania",69043.01797540208
1239,"Phillips, Kansas",229340.0
1240,"Phillips, Montana",279480.0
1241,"Piatt, Illinois",413035.71428571426
1242,"Pickens, Alabama",49538.125
1243,"Pickens, South Carolina",15065.890410958904
1244,"Pierce, North Dakota",278000.0
1245,"Pike, Alabama",167545.45454545456
1246,"Pike, Illinois",165591.54929577466
1247,"Pike, Indiana",81250.0
1248,"Pike, Kentucky",103907.8947368421
1249,"Pike, Missouri",123243.24324324324
1250,"Pike, Ohio",132600.0
1251,"Pike, Pennsylvania",29571.428571428572
1252,"Pima, Arizona",143000.0
1253,"Pinal, Arizona",154888.88888888888
1254,"Piscataquis, Maine",72454.54545454546
1255,"Pitt, North Carolina",44786.29807692308
1256,"Pittsburg, Oklahoma",45063.14004376368
1257,"Pittsylvania, Virginia",37489.83050847457
1258,"Plaquemines, Louisiana",105837.5
1259,"Plymouth, Iowa",290000.0
1260,"Pocahontas, Iowa",367777.77777777775
1261,"Pocahontas, West Virginia",41539.77917981073
1262,"Pointe coupee parish, Louisiana",153066.66666666666
1263,"Pointe coupee, Louisiana",156347.61904761905
1264,"Polk, Iowa",477791.6666666667
1265,"Polk, Minnesota",183888.88888888888
1266,"Polk, Missouri",223777.77777777778
1267,"Polk, North Carolina",25179.310344827587
1268,"Polk, Oregon",31664.70588235294
1269,"Polk, Texas",236012.12121212122
1270,"Pondera, Montana",252790.8496732026
1271,"Pontotoc, Oklahoma",317391.3043478261
1272,"Pope, Illinois",52000.0
1273,"Portage, Ohio",223000.0
1274,"Porter, Indiana",292222.22222222225
1275,"Portsmouth, Virginia",79000.0
1276,"Posey, Indiana",84709.09090909091
1277,"Pottawatomie, Kansas",245533.33333333334
1278,"Pottawatomie, Oklahoma",107216.26666666666
1279,"Pottawattamie, Iowa",204813.33333333334
1280,"Potter, Pennsylvania",12194.594594594595
1281,"Potter, Texas",219512.19512195123
1282,"Powell, Kentucky",63162.16216216216
1283,"Powell, Montana",133000.0
1284,"Poweshiek, Iowa",141686.13138686132
1285,"Powhatan, Virginia",77750.0
1286,"Prairie, Montana",613500.0
1287,"Pratt, Kansas",180357.14285714287
1288,"Presidio, Texas",199692.3076923077
1289,"Preston, West Virginia",16290.70796460177
1290,"Prince edward, Virginia",89325.0
1291,"Prince george, Virginia",153985.1851851852
1292,"Prince of wales-hyder, Alaska",9243.64705882353
1293,"Prince william, Virginia",55311.666666666664
1294,"Providence, Rhode Island",12924.834437086092
1295,"Pulaski, Illinois",152500.0
1296,"Pulaski, Indiana",252500.0
1297,"Pulaski, Kentucky",52905.1724137931
1298,"Pulaski, Missouri",197686.8686868687
1299,"Pulaski, Virginia",63305.40540540541
1300,"Pushmataha, Oklahoma",25062.5
1301,"Putnam, Illinois",313666.6666666667
1302,"Putnam, Missouri",88319.44444444444
1303,"Putnam, West Virginia",73681.37931034483
1304,"Radford, Virginia",41253.333333333336
1305,"Rains, Texas",67666.66666666667
1306,"Raleigh, West Virginia",13770.0
1307,"Ramsey, Minnesota",160972.22222222222
1308,"Ramsey, North Dakota",284333.3333333333
1309,"Randall, Texas",251347.8260869565
1310,"Randolph, Alabama",15810.24844720497
1311,"Randolph, Illinois",139426.33228840126
1312,"Randolph, Indiana",325000.0
1313,"Randolph, Missouri",93951.38888888889
1314,"Randolph, North Carolina",35007.58620689655
1315,"Randolph, West Virginia",35836.44351464435
1316,"Ransom, North Dakota",71550.0
1317,"Rapides, Louisiana",159155.51020408163
1318,"Rappahannock, Virginia",82947.36842105263
1319,"Ravalli, Montana",75782.58426966293
1320,"Rawlins, Kansas",338000.0
1321,"Reagan, Texas",195333.33333333334
1322,"Real, Texas",213812.5
1323,"Red river, Louisiana",144682.60869565216
1324,"Red river, Texas",330692.3076923077
1325,"Reeves, Texas",167466.66666666666
1326,"Refugio, Texas",267266.6666666667
1327,"Reno, Kansas",230711.9205298013
1328,"Rensselaer, New York",180619.04761904763
1329,"Renville, North Dakota",484133.3333333333
1330,"Republic, Kansas",260791.66666666666
1331,"Rice, Kansas",253120.0
1332,"Richland, Illinois",68200.0
1333,"Richland, Louisiana",214891.66666666666
1334,"Richland, Montana",267377.3109243697
1335,"Richland, North Dakota",253337.5
1336,"Richland, Ohio",265000.0
1337,"Richland, South Carolina",21806.574074074073
1338,"Richmond, North Carolina",11200.18018018018
1339,"Richmond, Virginia",61590.90909090909
1340,"Riley, Kansas",401266.6666666667
1341,"Rio arriba, New Mexico",76450.0
1342,"Ripley, Indiana",121504.9504950495
