,county,hexachlorobenzene
476,"Concordia, Louisiana",0.0
477,"Conecuh, Alabama",0.0
478,"Contra costa, California",0.0
479,"Converse, Wyoming",0.0
480,"Conway, Arkansas",0.0
481,"Cook, Illinois",0.0
482,"Cook, Minnesota",0.0
483,"Cooke, Texas",0.0
484,"Cooper, Missouri",0.0
485,"Coos, New Hampshire",0.0
486,"Coos, Oregon",0.0
487,"Coosa, Alabama",0.0
488,"Corson, South Dakota",0.0
489,"Cortland, New York",0.0
490,"Coryell, Texas",0.0
491,"Cottle, Texas",0.0
492,"Cottonwood, Minnesota",0.0
493,"Covington, Alabama",0.0
494,"Covington, Virginia",0.0
495,"Cowley, Kansas",0.0
496,"Cowlitz, Washington",0.0
497,"Craighead, Arkansas",0.0
498,"Crane, Texas",0.0
499,"Craven, North Carolina",0.0
500,"Crawford county, Pennsylvania",0.0
501,"Crawford, Arkansas",0.0
502,"Crawford, Illinois",0.0
503,"Crawford, Indiana",0.0
504,"Crawford, Kansas",0.0
505,"Crawford, Michigan",0.0
506,"Crawford, Missouri",0.0
507,"Crawford, Pennsylvania",0.0
508,"Crawford, Wisconsin",0.0
509,"Crenshaw, Alabama",0.0
510,"Crittenden, Arkansas",0.0
511,"Crittenden, Kentucky",0.0
512,"Crockett, Texas",0.0
513,"Crook, Oregon",0.0
514,"Crook, Wyoming",0.0
515,"Crosby, Texas",0.0
516,"Cross, Arkansas",0.0
517,"Crow wing, Minnesota",0.0018867924528301887
518,"Culberson, Texas",0.0
519,"Cullman, Alabama",0.0
520,"Culpeper, Virginia",0.0
521,"Cumberland county, Pennsylvania",0.0
522,"Cumberland, Illinois",0.0
523,"Cumberland, Kentucky",0.0
524,"Cumberland, Maine",0.0
525,"Cumberland, New Jersey",0.0
526,"Cumberland, North Carolina",0.0
527,"Cumberland, Pennsylvania",0.0
528,"Cumberland, Virginia",0.0
529,"Cuming, Nebraska",0.0
530,"Currituck, North Carolina",0.0
531,"Curry, New Mexico",0.0
532,"Curry, Oregon",0.0
533,"Custer, Idaho",0.0
534,"Custer, Montana",0.0
535,"Custer, Nebraska",0.0
536,"Custer, South Dakota",0.0
537,"Dade, Florida",0.0
538,"Dade, Missouri",0.0
539,"Daggett, Utah",0.0
540,"Dakota, Minnesota",0.0
541,"Dakota, Nebraska",0.0
542,"Dale, Alabama",0.0
543,"Dallam, Texas",0.0
544,"Dallas, Alabama",0.0
545,"Dallas, Arkansas",0.0
546,"Dallas, Missouri",0.0
547,"Dallas, Texas",0.0
548,"Dane, Wisconsin",0.0
549,"Daniels, Montana",0.0
550,"Danville, Virginia",0.0
551,"Dare, North Carolina",0.0
552,"Darlington, South Carolina",0.0
553,"Dauphin county, Pennsylvania",0.0
554,"Dauphin, Pennsylvania",0.0
555,"Davidson, North Carolina",0.0
556,"Davie, North Carolina",0.0
557,"Daviess, Indiana",0.0
558,"Daviess, Kentucky",0.0
559,"Daviess, Missouri",0.0
560,"Davis, Utah",0.0
561,"Dawes, Nebraska",0.0
562,"Dawson, Montana",0.0
563,"Dawson, Nebraska",0.0
564,"Dawson, Texas",0.0
565,"Day, South Dakota",0.0
566,"De baca, New Mexico",0.0
567,"De kalb, Indiana",0.0
568,"De kalb, Missouri",0.0
569,"De soto, Florida",0.0
570,"De soto, Louisiana",0.0
571,"De witt, Illinois",0.0
572,"Deaf smith, Texas",0.0
573,"Dearborn, Indiana",0.0
574,"Decatur, Indiana",0.0
575,"Deer lodge, Montana",0.0
576,"Defiance, Ohio",0.0
577,"Dekalb, Alabama",0.0
578,"Dekalb, Illinois",0.0
579,"Dekalb, Indiana",0.0
580,"Dekalb, Missouri",0.0
581,"Delaware, Indiana",0.0
582,"Delaware, New York",0.0
583,"Delaware, Pennsylvania",0.0
584,"Delta, Michigan",0.0
585,"Delta, Texas",0.0
586,"Dent, Missouri",0.0
587,"Denton, Texas",0.0
588,"Deschutes, Oregon",0.0
589,"Desha, Arkansas",0.0
590,"Desoto, Florida",0.0
591,"Deuel, Nebraska",0.0
592,"Dewey, South Dakota",0.0
593,"Dewitt, Texas",0.0
594,"Dickens, Texas",0.0
595,"Dickey, North Dakota",0.0
596,"Dickinson, Iowa",0.0
597,"Dickinson, Kansas",0.0
598,"Dickinson, Michigan",0.0
599,"Dillon, South Carolina",0.0
600,"Dimmit, Texas",0.0
601,"Dinwiddie, Virginia",0.0
602,"District of columbia, District of Columbia",0.0
603,"Dixie, Florida",0.0
604,"Dixon, Nebraska",0.0
605,"Doddridge, West Virginia",0.0
606,"Dodge, Minnesota",0.0
607,"Dodge, Nebraska",0.0
608,"Dodge, Wisconsin",0.0
609,"Dona ana, New Mexico",0.001409090909090909
610,"Donley, Texas",0.0
611,"Door, Wisconsin",0.0
612,"Dorchester, Maryland",0.0
613,"Dorchester, South Carolina",0.0
614,"Douglas, Illinois",0.0
615,"Douglas, Kansas",0.0
616,"Douglas, Minnesota",0.0
617,"Douglas, Missouri",0.0
618,"Douglas, Nebraska",0.0
619,"Douglas, Nevada",0.0
620,"Douglas, Oregon",0.0
621,"Douglas, Washington",0.0
622,"Douglas, Wisconsin",0.0
623,"Drew, Arkansas",0.0
624,"Du page, Illinois",0.0
625,"Dubois, Indiana",0.0
626,"Duchesne, Utah",0.0
627,"Dukes, Massachusetts",0.0
628,"Dundy, Nebraska",0.0
629,"Dunklin, Missouri",0.0
630,"Dunn, Wisconsin",0.0
631,"Dupage, Illinois",0.0
632,"Duplin, North Carolina",0.0
633,"Durham, North Carolina",0.0
634,"Dutchess, New York",0.0
635,"Duval county, Florida",0.0
636,"Duval, Florida",0.0
637,"Duval, Texas",0.0
638,"East baton rouge parish, Louisiana",0.0
639,"East baton rouge, Louisiana",0.0
640,"East carroll, Louisiana",0.0
641,"East feliciana, Louisiana",0.0
642,"Eastland, Texas",0.0
643,"Eaton, Michigan",0.0
644,"Eau claire, Wisconsin",0.0
645,"Ector, Texas",0.02903225806451613
646,"Eddy, New Mexico",0.0
647,"Edgar, Illinois",0.0
648,"Edgecombe, North Carolina",0.0
649,"Edmonson, Kentucky",0.0
650,"Edwards, Illinois",0.0
651,"Edwards, Texas",0.0
652,"Effingham, Illinois",0.0
653,"El dorado, California",0.0
654,"El paso, Texas",0.0
655,"Elk, Kansas",0.0
656,"Elk, Pennsylvania",0.0
657,"Elkhart, Indiana",0.0
658,"Elko, Nevada",0.0
659,"Elliott, Kentucky",0.0
660,"Ellis, Texas",0.0
661,"Ellsworth, Kansas",0.0
662,"Elmore, Alabama",0.0
663,"Elmore, Idaho",0.0
664,"Emery, Utah",0.0
665,"Emmet, Michigan",0.0
666,"Erath, Texas",0.0
667,"Erie county, Pennsylvania",0.0
668,"Erie, New York",0.0
669,"Erie, Pennsylvania",0.0
670,"Escambia, Alabama",0.0
671,"Escambia, Florida",0.0
672,"Esmeralda, Nevada",0.0
673,"Essex county, New York",0.0
674,"Essex, Massachusetts",0.0
675,"Essex, New Jersey",0.0
676,"Essex, New York",0.0
677,"Essex, Vermont",0.0
678,"Estill, Kentucky",0.0
679,"Etowah, Alabama",0.0
680,"Eureka county, Nevada",0.0
681,"Eureka, Nevada",0.0
682,"Evangeline parish, Louisiana",0.0
683,"Evangeline, Louisiana",0.0013157894736842105
684,"Fairbanks north star, Alaska",0.0
685,"Fairfax, Virginia",0.0
686,"Fairfield, Connecticut",0.0
687,"Fairfield, South Carolina",0.0
688,"Fall river, South Dakota",0.0
689,"Fallon, Montana",0.0
690,"Falls, Texas",0.0
691,"Fannin, Texas",0.0
692,"Faulk, South Dakota",0.0
693,"Fauquier, Virginia",0.0
694,"Fayette, Alabama",0.0
695,"Fayette, Illinois",0.0
696,"Fayette, Indiana",0.0
697,"Fayette, Kentucky",0.0
698,"Fayette, Pennsylvania",0.0
699,"Fayette, Texas",0.0
700,"Fayette, West Virginia",0.0
701,"Fergus, Montana",0.0
702,"Ferry, Washington",0.0
703,"Fillmore, Minnesota",0.0
704,"Fillmore, Nebraska",0.0
705,"Finney, Kansas",0.0
706,"Fisher, Texas",0.0
707,"Flagler, Florida",0.0
708,"Flathead, Montana",0.0
709,"Fleming, Kentucky",0.0
710,"Florence, South Carolina",0.0
711,"Florence, Wisconsin",0.0
712,"Floyd, Indiana",0.0
713,"Floyd, Kentucky",0.0
714,"Floyd, Texas",0.0
715,"Fluvanna, Virginia",0.0
716,"Foard, Texas",0.0
717,"Fond du lac, Wisconsin",0.0
718,"Ford, Illinois",0.0
719,"Forest, Pennsylvania",0.0
720,"Forest, Wisconsin",0.0
721,"Forsyth, North Carolina",0.0
722,"Fort bend county, Texas",0.0
723,"Fort bend, Texas",0.0
724,"Fountain, Indiana",0.0
725,"Franklin county, Missouri",0.0
726,"Franklin county, New York",0.0
727,"Franklin county, Pennsylvania",0.0
728,"Franklin, Alabama",0.0
729,"Franklin, Arkansas",0.0
730,"Franklin, Florida",0.0
731,"Franklin, Idaho",0.0
732,"Franklin, Illinois",0.0
733,"Franklin, Indiana",0.0
734,"Franklin, Kansas",0.0
735,"Franklin, Kentucky",0.0
736,"Franklin, Louisiana",0.0
737,"Franklin, Maine",0.0
738,"Franklin, Massachusetts",0.0
739,"Franklin, Missouri",0.0
740,"Franklin, Nebraska",0.0
741,"Franklin, New York",0.0
742,"Franklin, North Carolina",0.0
743,"Franklin, Ohio",0.0
744,"Franklin, Pennsylvania",0.0
745,"Franklin, Texas",0.0
746,"Franklin, Vermont",0.0
747,"Franklin, Virginia",0.0
748,"Franklin, Washington",0.0
749,"Frederick, Maryland",0.0
750,"Frederick, Virginia",0.0
751,"Freeborn, Minnesota",0.0
752,"Freestone, Texas",0.0
753,"Fremont, Idaho",0.0
754,"Fremont, Wyoming",0.0
755,"Fresno, California",0.0
756,"Frio, Texas",0.0
757,"Frontier, Nebraska",0.0
758,"Fulton, Arkansas",0.0
759,"Fulton, Illinois",0.0
760,"Fulton, Indiana",0.0
761,"Fulton, Kentucky",0.0
762,"Fulton, New York",0.0
763,"Fulton, Pennsylvania",0.0
764,"Furnas, Nebraska",0.0
765,"Gadsden, Florida",0.0
766,"Gage, Nebraska",0.0
767,"Gaines, Texas",0.0
768,"Galax, Virginia",0.0
769,"Gallatin, Illinois",0.0
770,"Gallatin, Kentucky",0.0
771,"Gallatin, Montana",0.0
772,"Galveston, Texas",0.0
773,"Garden, Nebraska",0.0
774,"Garfield, Montana",0.0
775,"Garfield, Nebraska",0.0
776,"Garfield, Utah",0.0
777,"Garfield, Washington",0.0
778,"Garland, Arkansas",0.0
779,"Garrard, Kentucky",0.0
780,"Garrett, Maryland",0.0
781,"Garza, Texas",0.0
782,"Gasconade, Missouri",0.0
783,"Gaston, North Carolina",0.0
784,"Gates, North Carolina",0.0
785,"Geary, Kansas",0.0
786,"Geauga, Ohio",0.0
787,"Gem, Idaho",0.0
788,"Genesee, Michigan",0.0
789,"Genesee, New York",0.0
790,"Geneva, Alabama",0.0
791,"Gentry, Missouri",0.0
792,"Georgetown, South Carolina",0.0
793,"Gibson, Indiana",0.0
794,"Gila, Arizona",0.0
795,"Gilchrist, Florida",0.0
796,"Giles, Tennessee",0.0
797,"Giles, Virginia",0.0
798,"Gillespie, Texas",0.0
799,"Gilliam, Oregon",0.0
800,"Gilmer, West Virginia",0.0
801,"Glacier, Montana",0.0
802,"Glades, Florida",0.0
