,county,nitrate
197,"Bollinger, Missouri",0.0
198,"Bond, Illinois",3181.7368421052633
199,"Bonner, Idaho",416.3329596412556
200,"Bonneville, Idaho",1622.7425742574258
201,"Boone, Arkansas",1291.0
202,"Boone, Illinois",1706.4149378531074
203,"Boone, Indiana",205.18318584070798
204,"Boone, Iowa",3468.5793650793653
205,"Boone, Kentucky",3476.2696629213483
206,"Boone, Missouri",0.0
207,"Boone, West Virginia",148.4065934065934
208,"Bosque, Texas",55.05494505494506
209,"Botetourt, Virginia",32.0
210,"Boundary, Idaho",214.30887573964495
211,"Bourbon, Kansas",197.91666666666666
212,"Bourbon, Kentucky",1067.5666666666666
213,"Bowie, Texas",653.4827586206897
214,"Box elder, Utah",1194.8352864583333
215,"Boyd, Kentucky",753.0833333333334
216,"Boyle, Kentucky",1345.4166666666667
217,"Bracken, Kentucky",1311.6666666666667
218,"Bradford, Florida",171.2090909090909
219,"Bradford, Pennsylvania",766.0435255712731
220,"Bradley, Arkansas",0.0
221,"Bradley, Tennessee",558.6666666666666
222,"Branch, Michigan",3567.3202614379084
223,"Braxton, West Virginia",116.8
224,"Brazoria county, Texas",72.5
225,"Brazoria, Texas",62.63129980903883
226,"Brazos, Texas",184.44444444444446
227,"Breathitt, Kentucky",93.5
228,"Breckinridge, Kentucky",1733.8333333333333
229,"Bremer, Iowa",4404.6107142857145
230,"Brevard, Florida",168.1290909090909
231,"Brewster, Texas",910.3695652173913
232,"Briscoe, Texas",8858.292682926829
233,"Bristol bay borough, Alaska",0.0
234,"Bristol bay, Alaska",291.7088607594937
235,"Bristol, Massachusetts",2290.4630691399666
236,"Bristol, Rhode Island",2706.764705882353
237,"Broadwater, Montana",1100.0
238,"Brooke, West Virginia",782.5
239,"Brookings, South Dakota",2450.0
240,"Brooks, Texas",3614.0
241,"Broome, New York",630.1769841269842
242,"Broward county, Florida",181.5
243,"Broward, Florida",142.1459558823529
244,"Brown, Illinois",1319.6200000000001
245,"Brown, Indiana",260.0
246,"Brown, Kansas",8358.8
247,"Brown, Minnesota",284.98154981549817
248,"Brown, Ohio",580.735632183908
249,"Brown, South Dakota",8450.0
250,"Brown, Texas",3930.0
251,"Brown, Wisconsin",1792.5878594249202
252,"Brunswick, North Carolina",23.279352226720647
253,"Brunswick, Virginia",220.0
254,"Buchanan, Iowa",2015.5902255639098
255,"Bucks county, Pennsylvania",1945.5625
256,"Bucks, Pennsylvania",2387.6578220011056
257,"Buena vista, Iowa",1864.812030075188
258,"Buena vista, Virginia",1041.6666666666667
259,"Buffalo, South Dakota",0.0
260,"Buffalo, Wisconsin",1755.8930817610062
261,"Bullock, Alabama",107.69491525423729
262,"Buncombe, North Carolina",601.3300492610838
263,"Bureau, Illinois",458.6662634408602
264,"Burke, North Carolina",204.01234567901236
265,"Burleson, Texas",91.85185185185185
266,"Burlington, New Jersey",346.32021468441394
267,"Burnet, Texas",1868.139534883721
268,"Burnett, Wisconsin",925.9887019230769
269,"Butler county, Pennsylvania",266.4516129032258
270,"Butler, Alabama",168.01136363636363
271,"Butler, Iowa",4660.070422535211
272,"Butler, Kansas",1446.75
273,"Butler, Kentucky",1174.6
274,"Butler, Missouri",0.0
275,"Butler, Ohio",2601.974742857143
276,"Butler, Pennsylvania",229.25778421433745
277,"Butte, California",2473.994472594397
278,"Butte, Idaho",769.4117647058823
279,"Butte, South Dakota",329.0
280,"Cabarrus, North Carolina",771.6572847682119
281,"Cabell, West Virginia",533.3333333333334
282,"Cache, South Dakota",0.0
283,"Cache, Utah",1609.9906029119788
284,"Caddo, Louisiana",0.0
285,"Caddo, Oklahoma",3275.185185185185
286,"Calaveras, California",930.1558013544021
287,"Calcasieu, Louisiana",0.0
288,"Caldwell, Kentucky",527.4090909090909
289,"Caldwell, Louisiana",0.0
290,"Caldwell, Missouri",0.0
291,"Caldwell, North Carolina",856.6346153846154
292,"Caldwell, Texas",2204.3055555555557
293,"Caledonia, Vermont",757.2837209302326
294,"Calhoun, Alabama",501.03011235955057
295,"Calhoun, Arkansas",10.0
296,"Calhoun, Florida",220.0379746835443
297,"Calhoun, Illinois",278.41509433962267
298,"Calhoun, Iowa",754.4554455445544
299,"Calhoun, Michigan",284.9624060150376
300,"Calhoun, South Carolina",1045.75
301,"Calhoun, Texas",273.44086021505376
302,"Calhoun, West Virginia",30.90909090909091
303,"Callahan, Texas",2015.357142857143
304,"Callaway, Missouri",0.0
305,"Calloway, Kentucky",561.5555555555555
306,"Calumet, Wisconsin",4022.850622406639
307,"Calvert, Maryland",25.786195508586527
308,"Camas, Idaho",463.3833333333333
309,"Cambria county, Pennsylvania",1021.7647058823529
310,"Cambria, Pennsylvania",405.621978021978
311,"Camden, Missouri",0.0
312,"Camden, New Jersey",2756.984268125855
313,"Camden, North Carolina",0.0
314,"Cameron, Pennsylvania",345.0
315,"Cameron, Texas",273.5514018691589
316,"Camp, Texas",66.4453125
317,"Campbell, Kentucky",754.5
318,"Campbell, South Dakota",0.0
319,"Campbell, Tennessee",748.5864
320,"Campbell, Virginia",698.6666666666666
321,"Campbell, Wyoming",0.0
322,"Canadian, Oklahoma",850.0
323,"Cannon, Tennessee",1018.3333333333334
324,"Canyon county, Idaho",7205.555555555556
325,"Canyon, Idaho",2395.6374269005846
326,"Cape girardeau, Missouri",0.0
327,"Cape may, New Jersey",1189.0785519125684
328,"Carbon county, Pennsylvania",1851.111111111111
329,"Carbon, Montana",203.83333333333334
330,"Carbon, Pennsylvania",1011.635761589404
331,"Carbon, Utah",436.569918699187
332,"Carbon, Wyoming",128.71428571428572
333,"Caribou, Idaho",2094.3096132596684
334,"Carlisle, Kentucky",2528.0238095238096
335,"Carlton, Minnesota",295.4885993485342
336,"Caroline, Maryland",74.04825737265415
337,"Caroline, Virginia",307.1875
338,"Carroll, Arkansas",1460.0
339,"Carroll, Illinois",3234.7879214285713
340,"Carroll, Indiana",245.43551401869158
341,"Carroll, Iowa",2952.7155172413795
342,"Carroll, Kentucky",5332.608695652174
343,"Carroll, Maryland",5879.9572327044025
344,"Carroll, Missouri",0.0
345,"Carroll, New Hampshire",407.9995676610463
346,"Carroll, Ohio",235.02980132450332
347,"Carroll, Tennessee",1113.987012987013
348,"Carson city, Nevada",2515.8948863636365
349,"Carson, Texas",3399.6
350,"Carter, Kentucky",220.41666666666666
351,"Carter, Missouri",0.0
352,"Carter, Oklahoma",485.27272727272725
353,"Carter, Tennessee",412.8217054263566
354,"Carteret, North Carolina",66.5059829059829
355,"Carver, Minnesota",354.02985074626866
356,"Cascade, Montana",910.0
357,"Casey, Kentucky",96.5
358,"Cass, Illinois",674.0597014925373
359,"Cass, Indiana",158.7932773109244
360,"Cass, Iowa",3817.6136363636365
361,"Cass, Michigan",1404.1666666666667
362,"Cass, Minnesota",398.2158972578966
363,"Cass, Missouri",0.0
364,"Cass, Texas",40.28448275862069
365,"Cassia, Idaho",2979.7719298245615
366,"Castro, Texas",2124.722222222222
367,"Caswell, North Carolina",1454.673611111111
368,"Catawba, North Carolina",966.2246220302376
369,"Catron, New Mexico",666.6666666666666
370,"Cattaraugus, New York",1524.2129909365558
371,"Cayuga county, New York",1318.0
372,"Cayuga, New York",1421.8933388157895
373,"Cecil, Maryland",2376.0213971050975
374,"Cedar, Iowa",355.8988095238095
375,"Cedar, Missouri",0.0
376,"Centre county, Pennsylvania",3619.41059602649
377,"Centre, Pennsylvania",2738.071523178808
378,"Cerro gordo, Iowa",326.7763713080169
379,"Chambers, Alabama",1552.1857142857143
380,"Chambers, Texas",28.503649635036496
381,"Champaign, Illinois",173.84578885630498
382,"Champaign, Ohio",1962.4161676646706
383,"Chariton, Missouri",106.11111111111111
384,"Charles city, Virginia",20.0
385,"Charles mix, South Dakota",0.0
386,"Charles, Maryland",20.31620553359684
387,"Charleston county, South Carolina",73.66666666666667
388,"Charleston, South Carolina",95.11818181818182
389,"Charlevoix, Michigan",308.55263157894734
390,"Charlotte, Florida",63.03370786516854
391,"Chase, Kansas",1299.2682926829268
392,"Chatham, North Carolina",525.5739884393064
393,"Chautauqua, Kansas",1567.6923076923076
394,"Chautauqua, New York",1063.5510825982358
395,"Chaves, New Mexico",907.4591836734694
396,"Cheatham, Tennessee",410.5263157894737
397,"Cheboygan, Michigan",39.361702127659576
398,"Chelan, Washington",1348.3523035230353
399,"Chemung, New York",1440.6347826086956
400,"Chenango, New York",343.49140083217753
401,"Cherokee, Alabama",2227.2926829268295
402,"Cherokee, Iowa",278.8888888888889
403,"Cherokee, Kansas",378.44262295081967
404,"Cherokee, North Carolina",105.74683544303798
405,"Cherokee, Oklahoma",530.7692307692307
406,"Cherokee, South Carolina",630.4166666666666
407,"Cherokee, Texas",40.056768558951966
408,"Chesapeake city, Virginia",65.0
409,"Cheshire, New Hampshire",537.8498168498169
410,"Chester county, Pennsylvania",5081.090909090909
411,"Chester, Pennsylvania",4345.453975363942
412,"Chester, South Carolina",1660.7857142857142
413,"Chester, Tennessee",653.7222222222222
414,"Chesterfield, South Carolina",1502.930693069307
415,"Cheyenne, Kansas",3145.8333333333335
416,"Chickasaw, Iowa",4424.694822888283
417,"Chicot, Arkansas",46.666666666666664
418,"Chilton, Alabama",661.1607692307692
419,"Chippewa, Michigan",170.94736842105263
420,"Chippewa, Minnesota",1504.341463414634
421,"Chippewa, Wisconsin",3647.6444444444446
422,"Chisago, Minnesota",480.890243902439
423,"Chittenden, Vermont",168.21030042918454
424,"Choctaw, Alabama",176.79245283018867
425,"Choctaw, Oklahoma",250.0
426,"Chouteau, Montana",0.0
427,"Chowan, North Carolina",0.0
428,"Christian, Illinois",3647.2105847953217
429,"Christian, Kentucky",2322.0434782608695
430,"Christian, Missouri",0.0
431,"Churchill, Nevada",610.056179775281
432,"Cibola, New Mexico",0.0
433,"Cimarron, Oklahoma",2325.714285714286
434,"Citrus county, Florida",0.0
435,"Citrus, Florida",402.6645739910314
436,"Clackamas, Oregon",514.907358738502
437,"Claiborne, Louisiana",0.0
438,"Claiborne, Tennessee",613.578947368421
439,"Clallam, Washington",1022.6770833333334
440,"Clare, Michigan",423.8938053097345
441,"Clarendon, South Carolina",1015.1899736147757
442,"Clarion, Pennsylvania",749.8176291793313
443,"Clark county, Nevada",1515.1818181818182
444,"Clark, Arkansas",82.5
445,"Clark, Idaho",621.0144927536232
446,"Clark, Illinois",2698.5526315789475
447,"Clark, Indiana",2321.7450980392155
448,"Clark, Kansas",2828.5714285714284
449,"Clark, Kentucky",500.0
450,"Clark, Missouri",0.0
451,"Clark, Nevada",1241.844840386043
452,"Clark, Ohio",1346.0247459459458
453,"Clark, Washington",1462.6391554702495
454,"Clark, Wisconsin",3590.0702947845807
455,"Clarke, Alabama",648.859375
456,"Clarke, Iowa",931.3
457,"Clatsop, Oregon",448.8484848484849
458,"Clay, Alabama",587.6923076923077
459,"Clay, Arkansas",0.0
460,"Clay, Florida",59.523054755043226
461,"Clay, Illinois",0.0
462,"Clay, Indiana",469.1731707317073
463,"Clay, Iowa",1687.25
464,"Clay, Kansas",2650.721649484536
465,"Clay, Kentucky",110.0
466,"Clay, Minnesota",219.41368078175896
467,"Clay, Missouri",0.0
468,"Clay, North Carolina",148.5943396226415
469,"Clay, Tennessee",310.0
470,"Clay, Texas",4780.771186440678
471,"Clay, West Virginia",166.47058823529412
472,"Clayton, Iowa",2468.078602620087
473,"Clearfield county, Pennsylvania",0.0
474,"Clearfield, Pennsylvania",155.93862815884478
475,"Clearwater, Idaho",283.5885714285714
476,"Clearwater, Minnesota",201.73669467787116
477,"Cleburne, Alabama",122.26415094339623
478,"Cleburne, Arkansas",133.33333333333334
479,"Clermont, Ohio",820.0055555555556
480,"Cleveland, Arkansas",161.25
481,"Cleveland, North Carolina",502.6732673267327
482,"Cleveland, Oklahoma",1021.3149606299213
483,"Clinton, Illinois",5354.515625
484,"Clinton, Indiana",54.948484848484846
485,"Clinton, Iowa",4611.226851851852
486,"Clinton, Kentucky",308.0
487,"Clinton, Michigan",1340.5228758169935
488,"Clinton, Missouri",0.0
489,"Clinton, New York",602.9777429983525
490,"Clinton, Ohio",791.1227906976744
491,"Clinton, Pennsylvania",1718.269090909091
492,"Cloud, Kansas",2164.2741935483873
493,"Cochise, Arizona",1326.9151696606787
494,"Cochran, Texas",4867.5
495,"Cocke, Tennessee",598.5246153846153
496,"Coconino, Arizona",577.2885572139304
497,"Codington, South Dakota",66.66666666666667
498,"Coffee, Alabama",40.21222707423581
499,"Coffee, Tennessee",732.1346153846154
500,"Coffey, Kansas",242.5
501,"Coke, Texas",2442.1739130434785
502,"Colbert, Alabama",1024.8103448275863
503,"Cole, Missouri",101.17977528089888
504,"Coleman, Texas",175.0
505,"Coles, Illinois",1730.6031746031747
506,"Colfax, New Mexico",277.6666666666667
507,"Colleton, South Carolina",41.749128919860624
508,"Collier, Florida",64.54137931034482
509,"Collin, Texas",126.75
510,"Collingsworth, Texas",10285.897435897436
511,"Colorado, Texas",920.4672897196261
512,"Columbia county, Pennsylvania",6768.75
513,"Columbia, Arkansas",38.57142857142857
514,"Columbia, Florida",593.2439922480621
515,"Columbia, New York",334.4172623061362
516,"Columbia, Oregon",1130.8779443254818
517,"Columbia, Pennsylvania",2080.4922048997773
518,"Columbia, Washington",1613.3030303030303
519,"Columbia, Wisconsin",4465.92723880597
520,"Columbiana, Ohio",782.2549173878836
521,"Columbus county, North Carolina",840.0
522,"Columbus, North Carolina",29.42142857142857
523,"Colusa, California",742.7142414860681
524,"Comal, Texas",1301.0615384615385
525,"Comanche, Kansas",2912.5
526,"Comanche, Oklahoma",119.0909090909091
527,"Comanche, Texas",3784.6428571428573
528,"Concho, Texas",12745.416666666666
529,"Conecuh, Alabama",81.15829787234043
530,"Contra costa, California",1874.2319534412961
531,"Converse, Wyoming",564.5
532,"Conway, Arkansas",286.875
533,"Cook, Illinois",61.73193166885677
534,"Cook, Minnesota",328.8968824940048
535,"Cooke, Texas",30.610169491525422
536,"Cooper, Missouri",0.0
537,"Coos, New Hampshire",481.9241773962804
538,"Coos, Oregon",788.2234848484849
539,"Coosa, Alabama",341.0
540,"Corson, South Dakota",0.0
541,"Cortland, New York",2964.770325203252
542,"Coryell, Texas",345.4
543,"Coshocton, Ohio",960.2179228855721
544,"Cottle, Texas",6376.129032258064
545,"Cottonwood county, Minnesota",235.0
546,"Cottonwood, Minnesota",186.35294117647058
547,"Covington, Alabama",415.941847826087
548,"Cowley, Kansas",3271.875
549,"Cowlitz, Washington",460.0
550,"Craig, Oklahoma",450.0
551,"Craighead, Arkansas",654.1176470588235
552,"Crane, Texas",1241.6666666666667
553,"Craven, North Carolina",18.81578947368421
554,"Crawford county, Pennsylvania",162.0
555,"Crawford, Arkansas",281.6666666666667
556,"Crawford, Illinois",2142.733333333333
557,"Crawford, Indiana",1658.4444444444443
558,"Crawford, Iowa",3385.909090909091
559,"Crawford, Kansas",152.72
560,"Crawford, Michigan",131.51685393258427
561,"Crawford, Missouri",0.0
562,"Crawford, Ohio",350.05767791411046
563,"Crawford, Pennsylvania",662.7105666156202
564,"Crawford, Wisconsin",1559.218487394958
565,"Creek, Oklahoma",1143.4583333333333
566,"Crenshaw, Alabama",98.88773584905661
567,"Crittenden, Arkansas",0.0
568,"Crittenden, Kentucky",148.14285714285714
569,"Crockett, Tennessee",1135.7575757575758
570,"Crockett, Texas",2287.5
571,"Crook, Oregon",1373.3967302452315
572,"Crook, Wyoming",80.71111111111111
573,"Crosby, Texas",926.3636363636364
574,"Cross, Arkansas",1182.0
575,"Crow wing, Minnesota",554.8289738430584
576,"Culberson, Texas",1426.7045454545455
577,"Cullman, Alabama",629.2222222222222
578,"Culpeper, Virginia",5010.0
579,"Cumberland county, Pennsylvania",4640.0
580,"Cumberland, Illinois",2256.0476190476193
581,"Cumberland, Kentucky",482.5
582,"Cumberland, Maine",859.4565175097276
583,"Cumberland, New Jersey",4302.11352099677
584,"Cumberland, North Carolina",2824.1006373937676
585,"Cumberland, Pennsylvania",3556.221629855293
586,"Cumberland, Tennessee",312.3333333333333
587,"Currituck, North Carolina",532.4550898203593
588,"Curry, New Mexico",3666.714285714286
589,"Curry, Oregon",345.1645569620253
590,"Custer, Idaho",679.9426934097421
591,"Custer, Oklahoma",6411.666666666667
592,"Custer, South Dakota",931.3076923076923
593,"Cuyahoga, Ohio",814.0813704496788
594,"Dade, Florida",700.6666666666666
595,"Dade, Missouri",0.0
596,"Daggett, Utah",268.3170731707317
597,"Dakota, Minnesota",1484.6122112211222
598,"Dale, Alabama",115.30859375
599,"Dallam, Texas",2082.9411764705883
600,"Dallas, Alabama",132.45098039215685
601,"Dallas, Arkansas",25.0
602,"Dallas, Iowa",2202.0867579908677
603,"Dallas, Missouri",0.0
604,"Dallas, Texas",324.0993377483444
605,"Dane, Wisconsin",4272.414548022599
606,"Dare, North Carolina",356.8635025380711
607,"Darke, Ohio",220.14104882459313
608,"Darlington, South Carolina",118.26966292134831
609,"Dauphin county, Pennsylvania",244.44444444444446
610,"Dauphin, Pennsylvania",3435.778703152885
611,"Davidson, North Carolina",455.48387096774195
612,"Davidson, Tennessee",350.54545454545456
613,"Davie, North Carolina",1377.017543859649
614,"Daviess, Indiana",1524.8607142857145
615,"Daviess, Kentucky",627.9375
616,"Daviess, Missouri",0.0
617,"Davis, Iowa",333.3333333333333
618,"Davis, South Dakota",0.0
619,"Davis, Utah",1995.7608426270137
620,"Dawson, Texas",7754.754098360656
621,"Day, South Dakota",0.0
622,"De baca, New Mexico",293.75
623,"De kalb, Indiana",156.0909090909091
624,"De kalb, Missouri",0.0
625,"De soto, Florida",237.27659574468086
626,"De witt, Illinois",57.40972222222222
627,"Deaf smith, Texas",4232.878787878788
628,"Dearborn, Indiana",1213.1233333333334
629,"Decatur, Indiana",548.6981481481481
630,"Decatur, Iowa",241.66666666666666
631,"Decatur, Kansas",1940.0
632,"Decatur, Tennessee",142.8684210526316
633,"Deer lodge, Montana",30.0
634,"Defiance, Ohio",1417.654135338346
635,"Dekalb, Alabama",619.4561403508771
636,"Dekalb, Illinois",24.987683284457475
637,"Dekalb, Indiana",42.881690140845066
638,"Dekalb, Missouri",0.0
639,"Dekalb, Tennessee",733.3333333333334
640,"Del norte county, California",738.3333333333334
641,"Del norte, California",1439.1910948905113
642,"Delaware, Indiana",168.42610837438423
643,"Delaware, Iowa",3897.4315619967792
644,"Delaware, New York",436.22222222222223
645,"Delaware, Ohio",1206.9253731343283
646,"Delaware, Oklahoma",682.0
647,"Delaware, Pennsylvania",3487.84900990099
648,"Delta, Michigan",15.0
649,"Delta, Texas",207.91666666666666
650,"Denali borough, Alaska",325.6470588235294
651,"Denali, Alaska",244.7888198757764
652,"Dent, Missouri",0.0
653,"Denton, Texas",86.75289169295479
654,"Des moines, Iowa",1245.5696202531647
655,"Deschutes, Oregon",485.71996215704826
656,"Desha, Arkansas",52.0
657,"Desoto, Florida",59.16711409395973
658,"Dewey, Oklahoma",11000.0
659,"Dewey, South Dakota",0.0
660,"Dewitt, Texas",874.2933333333333
661,"Dickens, Texas",1303.076923076923
662,"Dickenson, Virginia",0.0
663,"Dickinson, Iowa",864.6341463414634
664,"Dickinson, Kansas",3214.0
665,"Dickinson, Michigan",1475.438596491228
666,"Dickson, Tennessee",603.2352941176471
667,"Dillingham, Alaska",358.1698113207547
668,"Dillon, South Carolina",0.5903614457831325
669,"Dimmit, Texas",25.14814814814815
670,"Dinwiddie, Virginia",175.0
671,"District of columbia, District of Columbia",1555.4166666666667
672,"Dixie, Florida",538.4462025316456
673,"Doddridge, West Virginia",534.8
674,"Dodge, Minnesota",583.9487179487179
